month,gross_return,turnover,holdings,mean_prediction,net_return,ml_nav,linear_return,benchmark_return,linear_nav,benchmark_nav
2019-05-31,-0.04505893769925415,0.5309090909090909,275,0.04056385324926654,-0.04612075588107233,0.9264115827840187,-0.0518616500416472,-0.0724256836798834,0.7943681760889445,0.8489009375884329
2019-06-30,0.016322026388924826,0.4763636363636363,275,0.044177962505428416,0.015369299116197553,0.9406498795045363,0.0119226989500613,0.053942943677695,0.8038391887079623,0.8946931530527082
2019-07-31,-0.007746362602538198,0.4311594202898551,276,0.04282633756803765,-0.008608681443117909,0.9325521243423744,-0.0175762300358441,0.0025551870900053,0.789710726215405,0.8969792614469047
2019-08-31,-0.01616313327668558,0.49820788530465954,279,0.04716603853030282,-0.0171595490472949,0.9165499504255624,-0.012704668841893,-0.0093273995405731,0.7796777129579474,0.8886127774957812
2019-09-30,0.014360795252992034,0.4659498207885304,279,0.04958973588411735,0.013428895611414974,0.9288582040324749,0.0131383453150785,0.0039350796259944,0.7899213879852595,0.8921095395319032
2019-10-31,0.0029256804789513586,0.4392857142857143,280,0.04761464800558532,0.0020471090503799303,0.9307596780684695,-0.0082517094341196,0.0189332046500096,0.7834031862158086,0.9090000320140866
2019-11-30,-0.018812871986442967,0.5088967971530249,281,0.04629078897336571,-0.019830665580749016,0.9123020941566481,-0.0241930784479481,-0.0149445854755173,0.7644502514753171,0.8954154033384042
2019-12-31,0.09100590332617993,0.494661921708185,281,0.047777598152164785,0.09001657948276356,0.9944244081275917,0.0891913011271444,0.0699746054192476,0.8326325640513733,0.9580717428733254
2020-01-31,0.0014241447925024805,0.4714285714285714,280,0.04673506333204011,0.0004812876496453377,0.9949030123137295,0.0087670245312911,-0.0226229467420688,0.8399322741659636,0.9363973368592212
2020-02-29,-0.0010063242890156782,0.4894366197183099,284,0.04509302294263689,-0.0019851975284522977,0.9929279333126345,-0.0183687341410523,-0.0159480899993981,0.8245037815253196,0.9214635878557936
2020-03-31,-0.027610203298071026,0.513986013986014,286,0.046885434331768644,-0.028638175326043055,0.9644922890723017,-0.0335578799342361,-0.0644399203126243,0.7968351826195692,0.8620845476833815
2020-04-30,0.04233080363565971,0.5609756097560976,287,0.04685559390212753,0.041208852416147516,1.0042379094691944,0.0554575411898955,0.0614245096840591,0.8410257025812519,0.9150376683310371
2020-05-31,0.01356200928359401,0.5365853658536586,287,0.042048254657780414,0.012488838551886691,1.0167796745882394,0.0153896079767142,-0.0116435452487385,0.8539687584423179,0.9043833858355245
2020-06-30,0.07449427768492504,0.47916666666666663,288,0.04343615615532873,0.0735359443515917,1.0915495281565897,0.0828528076282398,0.0767865075136877,0.924722467706066,0.9738278274872384
2020-07-31,0.15808890644114276,0.4776632302405498,291,0.043204363920327296,0.15713357998066166,1.2630686132420368,0.1306457531114385,0.1275431702087788,1.045533530918593,1.0980329158424886
2020-08-31,0.04287264856022974,0.5304054054054055,296,0.04464965306910951,0.04181183774941893,1.3158798331652966,0.0339589188903425,0.0258080519962837,1.0810387192921906,1.1263710064281827
2020-09-30,-0.07592626155779779,0.5067114093959731,298,0.04481432309198571,-0.07693968437658974,1.214636454124039,-0.0855625263821462,-0.0475108390816517,0.988542315352631,1.0728561747955352
2020-10-31,-0.005395768992083314,0.4697986577181208,298,0.04796509790302573,-0.006335366307519556,1.2069412872566967,-0.0168078204824307,0.0235304249299712,0.9719270735768977,1.0981009364772176
2020-11-30,0.03284144464619505,0.4429530201342282,298,0.042634677608443326,0.0319555386059266,1.2455097461567148,0.0027675388967316,0.0564220116254234,0.9746169195578083,1.1600580002810237
2020-12-31,-0.034419284987097724,0.3966666666666666,300,0.042902869316078146,-0.03521261832043106,1.2016520868509215,-0.0213920907039742,0.0506071658678775,0.9537678260129997,1.2187652479176037
2021-01-31,-0.03137205845598178,0.3774834437086093,302,0.044026030559688324,-0.032127025343399,1.1630465798027136,-0.0559682339627139,0.0269947254863465,0.9003871251805952,1.2516654812174384
2021-02-28,0.05737403053145267,0.42156862745098034,306,0.045561715230137294,0.05653089327655071,1.2287946418811981,0.0392826613639203,-0.0028401761272374,0.9357567277154982,1.2481105307983975
2021-03-31,0.024083668613444544,0.4110032362459547,309,0.04387040865394278,0.023261662140952634,1.2573784476812515,0.0171190744535917,-0.0540399931943803,0.9517760168077091,1.1806626462082177
2021-04-30,0.00858233844901064,0.3980891719745223,314,0.04604632654244226,0.007786160105061595,1.2671685975875515,0.0165439502153801,0.0148840300972239,0.9675221518459686,1.1982356645690488
2021-05-31,0.015487265143322158,0.3726114649681529,314,0.04686280247196573,0.014742042213385853,1.2858492505446641,0.0404360224773543,0.040613577409559,1.0066448993253503,1.2469003014869184
2021-06-30,-0.0015352566808926997,0.3047619047619048,315,0.04554367696696052,-0.0021447804904165093,1.2830913861584792,0.0107144002452563,-0.0201677497789654,1.0174304956815678,1.2217531282072138
2021-07-31,-0.025501230280047346,0.3176100628930818,318,0.047266498973796686,-0.02613645040583351,1.249555931777996,-0.0100041498166705,-0.0790336335966539,1.00725196857472,1.1251935391269192
2021-08-31,0.07386553194447855,0.3416149068322981,322,0.04442423740420029,0.07318230213081395,1.341001311506724,0.0750879652767627,-0.0011547753417505,1.0828844694160096,1.1238941933732385
2021-09-30,-0.00394723437900837,0.3853211009174312,327,0.04479480619561087,-0.004717876580843232,1.3346746328242864,-0.0107297974946447,0.0126459484804319,1.07126533834908,1.138106901440093
2021-10-31,-0.025089092656017085,0.39457831325301207,332,0.04354240592181683,-0.025878249282523108,1.3001355899649996,-0.0233935180920808,0.008709924870347,1.0462046732749917,1.1480197270460597
2021-11-30,0.06201755937465147,0.3802395209580839,334,0.04529744452720714,0.0612570803327353,1.3797781002429337,0.0873260893840764,-0.0156345401564347,1.137565636087442,1.130070966523179
2021-12-31,0.051041025423629906,0.3204747774480712,337,0.043988350904965993,0.05040007586873376,1.449319021177195,0.0343325040851519,0.0224207379940186,1.1766211129355424,1.1554079915782427
2022-01-31,-0.08247149073282246,0.34782608695652173,345,0.04489610307184151,-0.0831671429067355,1.328783299025501,-0.1011624385223064,-0.0762266573219356,1.0575912519341528,1.0673351025371822
2022-02-28,0.03580010781113042,0.42000000000000004,350,0.04221916680074706,0.03496010781113042,1.375237706417062,0.0669484827359902,0.0039171673418596,1.1283953816060008,1.0715160327436613
2022-03-31,-0.05609785317312221,0.3163841807909604,354,0.044021806359269985,-0.05673062153470413,1.2972196165740613,-0.0413656431979205,-0.0783637870391124,1.0817185808643057,0.9875479785447424
2022-04-30,-0.09719843441157293,0.32773109243697474,357,0.04554119145513075,-0.09785389659644687,1.1702816223509407,-0.1467234580261473,-0.0488695616110528,0.9230050900687582,0.9392869417633795
2022-05-31,0.09020237530699299,0.4341736694677871,357,0.038444368785380476,0.08933402796805741,1.2748275935325433,0.0975341689242589,0.0187434976241884,1.0130296244414752,0.9568924643247526
2022-06-30,0.0586196795183838,0.3938547486033519,358,0.04021631217243192,0.0578319700211771,1.3485533847038866,0.0692149296656284,0.0961729209141954,1.0831463986463898,1.0489196076196468
2022-07-31,0.015080183423440125,0.3387978142076503,366,0.0401278134174916,0.014402587795024825,1.3679760432233623,0.0074703255498797,-0.0702147612725831,1.0912378548624582,0.9752699677765018
2022-08-31,-0.011730159741639958,0.4672131147540983,366,0.03394961061693367,-0.012664585971148154,1.350651193017489,-0.03301433895918,-0.0218853029141971,1.0552113584369405,0.9539258891085938
2022-09-30,-0.0770192433426004,0.536986301369863,365,0.033462931872043584,-0.07809321594534012,1.2451744977343429,-0.0902449647535523,-0.0671644795086368,0.9599838465872508,0.8898559532768014
2022-10-31,0.03845069086273561,0.5271739130434783,368,0.03375241041884669,0.03739634303664865,1.291739470392103,0.0215117068804314,-0.0778435034215307,0.9806347377049847,0.8205864483332294
2022-11-30,0.0860276857908414,0.5295698924731183,372,0.03738276693464746,0.08496854600589517,1.401496695009745,0.0940428601456917,0.0981376100251238,1.0728564331969817,0.9011168411916572
2022-12-31,-0.02424675729844657,0.4813829787234043,376,0.038508704284967395,-0.02520952325589338,1.366165631483839,-0.0410941705873878,0.0048267645667119,1.0287682879154083,0.9054663200311885
2023-01-31,0.07455951044899559,0.4736842105263158,380,0.03897239175532055,0.07361214202794296,1.4667320099823218,0.086271125649522,0.0736690614844934,1.1175212861464021,0.9721711740337042
2023-02-28,0.047053148836839996,0.515625,384,0.037069864777331256,0.04602189883684,1.5342338021664832,0.0351953315737206,-0.02102497935404,1.1568528183530153,0.9517312951710527
2023-03-31,-9.466876566061914e-05,0.5501285347043702,389,0.03607184819085734,-0.0011949258350693595,1.5324005065592379,-0.0319338706766477,-0.0045558491599816,1.1199100300598148,0.9473953509494194
2023-04-30,-0.013800475915509485,0.5306122448979591,392,0.037092859320358385,-0.014861700405305404,1.5096264293298163,-0.0369463903163232,-0.0053923654877545,1.0785333969700597,0.9422866489557007
2023-05-31,0.014703724056979565,0.5419847328244275,393,0.03800615147426001,0.01361975459133071,1.5301871708218753,0.0017763835599686,-0.0572212951025062,1.0804492859653145,0.8883677865446549
2023-06-30,0.0240214646385872,0.5408163265306123,392,0.0368905576747422,0.022939831985525974,1.5652894074269366,0.0238117790346269,0.0115597943954661,1.106176705620841,0.8986371355046665
2023-07-31,0.029353618298509437,0.4798994974874372,398,0.04004650043942541,0.028393819303534563,1.6097339520191536,0.0143352971114645,0.0448069216419002,1.1220340773536968,0.9389022992197258
2023-08-31,-0.04611590464050788,0.5175879396984925,398,0.03529165857626065,-0.04715108051990487,1.5338332568318738,-0.0374009227669435,-0.0621112740791062,1.0800689674847124,0.8805858811793864
2023-09-30,0.0051060308173964475,0.468671679197995,399,0.035893872150373506,0.004168687459000457,1.5402273282938268,0.0025360425964544,-0.0201182245911577,1.082808068393362,0.8628700566500169
2023-10-31,-0.01990782145199996,0.44389027431421446,401,0.034745009336065974,-0.02079560200062839,1.5081973737841372,-0.0435108735489068,-0.0317147719089088,1.0356941434517624,0.8355043296163344
2023-11-30,0.03330889816155496,0.45297029702970293,404,0.036617025143081426,0.032402957567495554,1.5570674292902729,0.0384166027234995,-0.0213578298058978,1.0754819939038038,0.817659770342298
2023-12-31,-0.023536489581826605,0.49140049140049136,407,0.03547189068762369,-0.024519290564627587,1.518889240562787,-0.0189236225954054,-0.018616588867615,1.0551299785430142,0.8024377345642469
2024-01-31,-0.1455999899745221,0.4793187347931873,411,0.035304410279104324,-0.14655862744410847,1.2962829182262807,-0.1399087002276577,-0.062883607591014,0.9075081146738248,0.7519775549476866
2024-02-29,0.055490155163005005,0.5555555555555556,414,0.03349232696073766,0.05437904405189389,1.3667735441402251,0.0948194789173404,0.0935301409307123,0.9935575612204548,0.8223101216386762
2024-03-31,0.05753129044358663,0.4628297362110312,417,0.03490716315823534,0.05660563097116457,1.4441406230009775,0.0387460873222454,0.0060877622879653,1.0320540292471796,0.8273161501862004
2024-04-30,0.011584462552160961,0.4880382775119617,418,0.035001076797262345,0.010608385997137038,1.4594606241639179,0.0116089240803744,0.0189144447347744,1.0440350661195548,0.8429643757870836
2024-05-31,-0.01370688271040126,0.5813397129186603,418,0.03635772954905429,-0.01486956213623858,1.437759083727519,-0.0243187373239926,-0.0067904253400389,1.018645451589556,0.8372402891289888
2024-06-30,-0.07071226116886288,0.4371980676328503,414,0.04161278809169428,-0.07158665730412858,1.3348347169148191,-0.0714418524377967,-0.0330352071142027,0.9458715335506622,0.8095818827732577
2024-07-31,0.001333777859052568,0.4258373205741627,418,0.041827071585957165,0.0004821032179042426,1.3354782450272142,-0.0070455826503733,-0.0056542981312334,0.9392073174843958,0.8050042654464125
2024-08-31,-0.028895044258983822,0.430622009569378,418,0.04198747272429863,-0.02975628827812258,1.2957393693790231,-0.0413527212291321,-0.0350516373508144,0.9003685391081026,0.7767875478681261
2024-09-30,0.21175177783803034,0.4639423076923077,416,0.0396664998115952,0.21082389322264572,1.5689121878333645,0.2216521477473995,0.2096737951836129,1.0999371595656018,0.9396595410810085
2024-10-31,0.01023541197276425,0.3525179856115108,417,0.04373293820895056,0.009530376001541227,1.5838645108968172,0.0312657121461376,-0.0315627549056246,1.13432747817542,0.910001297291137
2024-11-30,0.050589903874598836,0.4033412887828163,419,0.03604126844441135,0.049783221297033206,1.6627143883473108,0.0379718896620545,0.0065622108302902,1.1774000360173336,0.9159729176597992
2024-12-31,-0.008605578475243354,0.4725536992840096,419,0.03386262279686989,-0.009550685873811374,1.6468343255263391,-0.0218773727384686,0.0046812505620201,1.151641616567096,0.9202608163953894
2025-01-31,-0.016117335593483256,0.4904761904761905,420,0.033816126261645756,-0.017098287974435637,1.6186762779823043,-0.0151113614975997,-0.029943040781999,1.1342387437834704,0.8927054092399865
2025-02-28,0.055318027671110735,0.41666666666666663,420,0.03611893071396396,0.0544846943377774,1.7068693602199814,0.0553149773587067,0.0191150452401041,1.1969791342152212,0.9097695135236945
2025-03-31,0.026806666738349267,0.41567695961995255,421,0.03839555058436212,0.02597531281910936,1.7512058257930485,0.0204111752335956,-0.0007070396952717,1.2214108850746457,0.9091262703640852
2025-04-30,-0.028537517779091533,0.5368171021377672,421,0.034516863758913,-0.029611151983367067,1.6993506039313326,-0.0358306605140964,-0.0300279924394755,1.177646926303314,0.8818270335910638
2025-05-31,0.04560326926601938,0.5299760191846523,417,0.032800033608116425,0.04454331722765008,1.7750453169632447,0.0306615719145446,0.0184739985868211,1.2137554322241055,0.8981179049634459
2025-06-30,0.05565680009377718,0.5253012048192771,415,0.03329388640601164,0.05460619768413862,1.871973792439644,0.043470796125187,0.0249607619357004,1.266518347164158,0.9205356121794285
2025-07-31,0.06404942720775254,0.49880668257756566,419,0.033980211749959854,0.0630518138425974,1.9900051355187698,0.0436803448264661,0.0354447948130622,1.3218403052973344,0.953163808071245
2025-08-31,0.0797930643107901,0.5660377358490566,424,0.0336747513237747,0.07866098883909199,2.1465409072735473,0.0853535091218333,0.1033417546073725,1.4346640138531375,1.0516654284255722
2025-09-30,0.006348968766705502,0.5650118203309693,423,0.03695675695551348,0.005218945126043564,2.1577435864794157,-0.0178865678295401,0.0320083476726995,1.409002798656753,1.0853275010939765
2025-10-31,0.02331836155962092,0.5566037735849056,424,0.03742750985278477,0.022205154012451107,2.2056566151365695,0.0159919036058903,-5.835598087755578e-06,1.4315354355933014,1.0853211675588865
2025-11-30,-0.008961601590706145,0.5626477541371158,423,0.035295933251007924,-0.010086897098980377,2.1834083838240015,-0.0223164522174792,-0.024566775768208,1.399588643447255,1.0586583257989777
2025-12-31,0.018441513445065717,0.5508274231678487,423,0.0354805994914348,0.01733985859873002,2.2212683764627914,0.026894890066105,0.0228147994383567,1.437230426150538,1.0828114031758278
