portfolio_capital_rmb,execution_days,median_participation,p90_participation,p95_participation,p99_participation,trades_over_10pct_adv_share,trades_over_20pct_adv_share
10000000,5,1.9171786729841602e-05,0.0002015089368756612,0.00028004835832098364,0.000473701594365819,0.0,0.0
50000000,5,9.585893364920801e-05,0.001007544684378306,0.001400241791604918,0.0023685079718290952,0.0,0.0
100000000,5,0.00019171786729841602,0.002015089368756612,0.002800483583209836,0.0047370159436581905,0.0,0.0
500000000,5,0.0009585893364920802,0.010075446843783059,0.01400241791604918,0.023685079718290952,0.0,0.0
1000000000,5,0.0019171786729841604,0.020150893687566118,0.02800483583209836,0.047370159436581905,0.0001265054144317377,0.0
