rating_weight,smooth,dev_sh,sel_sh,mean_pre,full_sh,full_ann,turn,dd,retro_sh,retro_ann
0.0,0.75,0.5501532273338883,0.2360975308282516,0.3931253790810699,0.5716774992753746,0.1056558673198773,0.25775771012668264,-0.24956355275831554,0.8939737336892611,0.19247624416023656
0.0,0.5,0.5225825495199277,0.21347088030476902,0.36802671491234834,0.5577428658382936,0.10139237650094324,0.19566457643854598,-0.251220032419576,0.9102326298552703,0.1922818119397347
0.025,0.75,0.5555470276891075,0.22176125337561073,0.3886541405323591,0.5678823552467738,0.10490343513026978,0.25671607377948064,-0.24815714525513455,0.8845994046273975,0.1907920561552927
0.025,0.5,0.5129654963941581,0.21769815618570346,0.36533182628993077,0.5558992580120584,0.10077529614320357,0.19473214515241258,-0.25123564313441693,0.917774856118144,0.19291090490565765
0.05,0.75,0.5416061230604035,0.18762665977963247,0.36461639142001795,0.5534620759204876,0.10204562927223715,0.25543683933719524,-0.25087560649735974,0.888807950177986,0.1910616279336239
0.05,0.5,0.4928456207778393,0.21810897987981706,0.3554773003288282,0.5461105709904664,0.09912386094868442,0.19425193835179713,-0.25102097413889946,0.916804571690619,0.19294331545145038
0.1,0.75,0.5220013746705396,0.15684653712752047,0.33942395589903007,0.5430409170689059,0.10002214459017611,0.2542916559803158,-0.2496333417204517,0.9127702044929423,0.19664951982845214
0.1,0.5,0.4575033509918847,0.1937815524832069,0.3256424517375458,0.5245707602519006,0.09513897234434565,0.19309927678957053,-0.257584234768491,0.922840237962966,0.19348605473405667
