series,annual_return,annual_volatility,sharpe_rf0,max_drawdown,total_return,months
net_return,0.11395251228019387,0.22730904573092064,0.5013109439343927,-0.4340952072080241,1.9158233967322253,119
risk_managed_return,0.07104848253750817,0.18078647730490932,0.3929966643339138,-0.3801498057414212,0.975182404751191,119
benchmark_return,0.04664279993038711,0.17417155239538715,0.2677980375607103,-0.3992184283805036,0.571574696465496,119
