sleeves,long_monthly_turnover_cap,diagnostic_leg_monthly_turnover_cap,uses_retrospective_test,development_sharpe_50bps,selection_sharpe_20bps,selection_sharpe_50bps,selection_sharpe_100bps,selection_long_turnover,selection_long_short_turnover,selection_long_invested_weight,selection_diagnostic_min_invested_weight,quarterly_development_sharpe_50bps,quarterly_selection_sharpe_50bps,quarterly_selection_long_short_turnover,selection_sharpe_50_improvement,development_sharpe_50_improvement,turnover_change_vs_quarterly,passes_constraints,selection_objective,selected
2,,,False,1.1532518103768332,1.8587635014041533,1.7296264720128776,1.5177297658837776,0.17738834837013973,0.39371814643185493,0.9603289934376166,0.9558034055837737,1.102793842425976,1.6187460476272733,0.37571600829961,0.1108804243856043,0.05045796795085722,0.04791421641499327,False,1.919509887999122,False
2,0.15,0.2,False,1.1763695217912862,1.782538368477527,1.6611515527403167,1.461788491276941,0.15000000017348153,0.37306318773197283,0.9288453457810872,0.949333698122647,1.102793842425976,1.6187460476272733,0.37571600829961,0.04240550511304342,0.07357567936531018,-0.007060706781281678,True,1.8619781362551449,True
2,0.15,0.175,False,1.1625723936301195,1.7172150384353544,1.605270091844989,1.4212204647420157,0.15000000017348153,0.34302279671155284,0.9288453457810872,0.9367657326132361,1.102793842425976,1.6187460476272733,0.37571600829961,-0.013475955782284332,0.05977855120414355,-0.08701575356349034,False,1.8101574910746305,False
4,,,False,1.0331528570691748,1.667090586025783,1.5855204247687094,1.4508536947787352,0.11483315605166682,0.24810190203994198,0.9110888903416162,0.9051475013775887,1.102793842425976,1.6187460476272733,0.37571600829961,-0.0332256228585639,-0.06964098535680119,-0.33965575977775153,False,1.7817831635260175,False
2,0.15,0.15,False,1.1389712544077084,1.6154878215214301,1.51681344092507,1.3544812197600675,0.15000000017348153,0.30000000023339907,0.9288453457810872,0.913361277530569,1.102793842425976,1.6187460476272733,0.37571600829961,-0.10193260670220328,0.03617741198173241,-0.20152457279869784,False,1.7265562544686472,False
3,,,False,1.2665280004093937,1.4910481031305274,1.3958946346952368,1.2390114554631462,0.13884441886592758,0.3043233998189267,0.9332289247873923,0.931535487033328,1.102793842425976,1.6187460476272733,0.37571600829961,-0.22285141293203647,0.16373415798341773,-0.19001747837092997,False,1.6364457848428535,False
