refit_month,feature,standardized_coefficient
2020-07-31,medium_reversal_3m_missing,0.0
2020-07-31,medium_reversal_6m_missing,0.0
2020-07-31,return_stability_6m_missing,0.0
2020-07-31,return_stability_12m_missing,0.0
2020-07-31,downside_stability_12m_missing,0.0021153940619672877
2020-07-31,low_turnover_missing,0.0
2020-07-31,lottery_avoidance_missing,0.0
2020-07-31,residual_reversal_missing,0.0
2020-07-31,profitability_momentum_missing,-0.00488914423193485
2020-07-31,value_composite_missing,0.0010402646063868207
2020-07-31,quality_composite_missing,0.007957457740583327
2020-10-31,long_term_reversal_12_1,-0.004637807366951679
2020-10-31,earnings_yield,0.0070843422392376535
2020-10-31,book_to_market,0.0037298927354328998
2020-10-31,sales_to_price,0.005824950587317328
2020-10-31,low_volatility,0.0003456490619185157
2020-10-31,large_cap_stability,-0.004184096622808319
2020-10-31,short_reversal,0.028581996273825155
2020-10-31,illiquidity_premium,0.011401430005269268
2020-10-31,roe,0.010415274973714618
2020-10-31,roa,0.010693234359882824
2020-10-31,gross_margin,0.01606701187289317
2020-10-31,cash_conversion,0.010284305902956477
2020-10-31,medium_reversal_3m,0.005877433335558578
2020-10-31,medium_reversal_6m,-0.0018623583867414801
2020-10-31,return_stability_6m,0.0004024193597021316
2020-10-31,return_stability_12m,0.007343841420034254
2020-10-31,downside_stability_12m,-0.0005158215343804178
2020-10-31,low_turnover,0.01775755243560829
2020-10-31,lottery_avoidance,0.005005280747381676
2020-10-31,residual_reversal,-0.016285983770051696
2020-10-31,profitability_momentum,0.005197573603743889
2020-10-31,value_composite,0.0011161074572448206
2020-10-31,quality_composite,-0.019729247429842604
2020-10-31,long_term_reversal_12_1_missing,0.005081150245411341
2020-10-31,earnings_yield_missing,-0.0036711039375883184
2020-10-31,book_to_market_missing,-0.0002680665927573548
2020-10-31,sales_to_price_missing,-0.004053400349940723
2020-10-31,low_volatility_missing,0.0
2020-10-31,large_cap_stability_missing,0.0
2020-10-31,short_reversal_missing,0.0
2020-10-31,illiquidity_premium_missing,0.0
2020-10-31,roe_missing,-0.005426005213500494
2020-10-31,roa_missing,-0.0075149952898540115
2020-10-31,gross_margin_missing,0.0029983102864069365
2020-10-31,cash_conversion_missing,0.00013168160779146785
2020-10-31,medium_reversal_3m_missing,0.0
2020-10-31,medium_reversal_6m_missing,0.0
2020-10-31,return_stability_6m_missing,0.0
2020-10-31,return_stability_12m_missing,0.0
2020-10-31,downside_stability_12m_missing,0.0017274176120599897
2020-10-31,low_turnover_missing,0.0
2020-10-31,lottery_avoidance_missing,0.0
2020-10-31,residual_reversal_missing,0.0
2020-10-31,profitability_momentum_missing,-0.004502383024351582
2020-10-31,value_composite_missing,0.0007343954777238829
2020-10-31,quality_composite_missing,0.009188982472938421
2021-01-31,long_term_reversal_12_1,-0.004419958629963079
2021-01-31,earnings_yield,0.005702063648290172
2021-01-31,book_to_market,0.0036944839199257603
2021-01-31,sales_to_price,0.006333423668213582
2021-01-31,low_volatility,-4.6656738841215756e-05
2021-01-31,large_cap_stability,-0.0033991948562129577
2021-01-31,short_reversal,0.026356121394564273
2021-01-31,illiquidity_premium,0.009499945656129657
2021-01-31,roe,0.011168675199089666
