signal_month,realization_month,period,target_type,portfolio_type,lambda_risk,lambda_turnover,gross_return,turnover,explicit_cost_20bps,impact_proxy_cost,net_return_20bps,net_return_50bps,net_return_100bps,proxy_net_return,invested_weight,cash_weight,holdings,unresolved_return_weight,rank_ic,target_rank_ic,maximum_feature_month
2018-11-30,2018-12-31,development,original_1m,cost_aware,0.5,2.0,-0.04397035648862742,0.22371637278220466,0.0004474327455644093,0.0011271854576256446,-0.044417789234191825,-0.045088938352538445,-0.046207520216449464,-0.04509754194625306,1.0,0.0,200,0.0,0.14784931490919329,0.14784931490919329,2018-11-30
2018-12-31,2019-01-31,development,original_1m,cost_aware,0.5,2.0,-0.00045973335159086226,0.17601971063270175,0.0003520394212654035,0.0009008467448785798,-0.0008117727728562657,-0.001339831904754371,-0.0022199304579178796,-0.001360580096469442,0.9999999999999999,1.1102230246251565e-16,200,0.0,0.29070793376498055,0.29070793376498055,2018-12-31
2019-01-31,2019-02-28,development,original_1m,cost_aware,0.5,2.0,0.20770657428047523,0.17737418841143648,0.000354748376822873,0.0009225312040359472,0.20735182590365236,0.20681970333841804,0.20593283239636087,0.20678404307643927,1.0,0.0,200,0.0,-0.1400927563900845,-0.1400927563900845,2019-01-31
2019-02-28,2019-03-31,development,original_1m,cost_aware,0.5,2.0,0.0876389638494426,0.18665946756216623,0.00037331893512433244,0.0009344972839063363,0.08726564491431826,0.08670566651163177,0.08577236917382093,0.08670446656553626,0.9999999999999999,1.1102230246251565e-16,200,0.0,0.10395762322941565,0.10395762322941565,2019-02-28
2019-03-31,2019-04-30,development,original_1m,cost_aware,0.5,2.0,-0.021475585708416112,0.18157290186291156,0.0003631458037258231,0.0009006987501990765,-0.021838731512141937,-0.02238345021773067,-0.023291314727045227,-0.022376284458615187,1.0,0.0,200,0.0,0.2859678562228814,0.2859678562228814,2019-03-31
2019-04-30,2019-05-31,development,original_1m,cost_aware,0.5,2.0,-0.03235854946115414,0.18087724258919718,0.00036175448517839436,0.0008901436689069798,-0.03272030394633254,-0.03326293567410013,-0.03416732188704612,-0.033248693130061124,0.9999999999999999,1.1102230246251565e-16,200,0.0,0.13808072067872174,0.13808072067872174,2019-04-30
2019-05-31,2019-06-30,development,original_1m,cost_aware,0.5,2.0,0.008356256402231439,0.18681019082749867,0.00037362038165499734,0.0009665966927633077,0.007982636020576441,0.007422205448093945,0.006488154493956452,0.007389659709468131,1.0,0.0,200,0.0,0.23116239384346482,0.23116239384346482,2019-05-31
2019-06-30,2019-07-31,development,original_1m,cost_aware,0.5,2.0,-0.006937171670500891,0.16481243417582953,0.000329624868351659,0.0008168619924005691,-0.00726679653885255,-0.007761233841380038,-0.008585296012259186,-0.00775403366290146,0.9999999999999999,1.1102230246251565e-16,200,0.0,0.17965243958585964,0.17965243958585964,2019-06-30
2019-07-31,2019-08-31,development,original_1m,cost_aware,0.5,2.0,-0.028820045004833147,0.17555321906761678,0.00035110643813523356,0.0008931314268782,-0.02917115144296838,-0.02969781110017123,-0.030575577195509313,-0.029713176431711348,1.0,0.0,200,0.0,-0.05408697573995111,-0.05408697573995111,2019-07-31
2019-08-31,2019-09-30,development,original_1m,cost_aware,0.5,2.0,0.013558675309534952,0.15851947432502744,0.0003170389486500549,0.0008265406154084499,0.013241636360884898,0.012766077937909815,0.011973480566284679,0.012732134694126502,1.0,0.0,200,0.0,0.1225952717347158,0.1225952717347158,2019-08-31
2019-09-30,2019-10-31,development,original_1m,cost_aware,0.5,2.0,-0.0017352185807648116,0.15572951854705913,0.00031145903709411824,0.0007527142411804462,-0.00204667761785893,-0.0025138661735001075,-0.0032925137662354028,-0.002487932821945258,1.0,0.0,200,0.0,0.12190983056878879,0.12190983056878879,2019-09-30
2019-10-31,2019-11-30,development,original_1m,cost_aware,0.5,2.0,-0.02836543939692615,0.18141762528684616,0.0003628352505736923,0.000890300661887137,-0.028728274647499843,-0.029272527523360382,-0.030179615649794614,-0.029255740058813286,1.0,0.0,200,0.0,0.11666396511670707,0.11666396511670707,2019-10-31
2019-11-30,2019-12-31,development,original_1m,cost_aware,0.5,2.0,0.09157492837853978,0.15795362126806547,0.0003159072425361309,0.0007962279850902203,0.09125902113600365,0.09078516027219946,0.08999539216585913,0.09077870039344957,0.9999999999999999,1.1102230246251565e-16,200,0.0,0.0602741899101554,0.0602741899101554,2019-11-30
2019-12-31,2020-01-31,development,original_1m,cost_aware,0.5,2.0,0.005345366875323415,0.19552149007960382,0.0003910429801592076,0.0009153086746051448,0.004954323895164208,0.004367759424925396,0.003390151974527377,0.004430058200718271,1.0,0.0,200,0.0,0.04738046298815301,0.04738046298815301,2019-12-31
2020-01-31,2020-02-29,development,original_1m,cost_aware,0.5,2.0,-0.005614267373661119,0.16984467013904356,0.0003396893402780871,0.0008403113429248119,-0.005953956713939205,-0.006463490724356337,-0.007312714075051554,-0.00645457871658593,1.0000000000000002,0.0,200,0.0,-0.05056224771132683,-0.05056224771132683,2020-01-31
2020-02-29,2020-03-31,development,original_1m,cost_aware,0.5,2.0,-0.037265665496665885,0.18997464706544068,0.00037994929413088136,0.0010109659064109463,-0.03764561479079677,-0.03821553873199309,-0.03916541196732029,-0.038276631403076834,1.0,0.0,200,0.0,0.33909521081511135,0.33909521081511135,2020-02-29
2020-03-31,2020-04-30,development,original_1m,cost_aware,0.5,2.0,0.01950017362992194,0.23302071632097499,0.00046604143264195,0.0011731700609830798,0.01903413219727999,0.018335070048317064,0.01716996646671219,0.01832700356893886,0.9999999999999999,1.1102230246251565e-16,200,0.0,0.08111721811532084,0.08111721811532084,2020-03-31
2020-04-30,2020-05-31,development,original_1m,cost_aware,0.5,2.0,0.008778920818318303,0.197624558510642,0.000395249117021284,0.0009774595329054838,0.00838367170129702,0.007790798025765093,0.006802675233211883,0.007801461285412819,1.0,0.0,200,0.0,0.050218265911906174,0.050218265911906174,2020-04-30
2020-05-31,2020-06-30,development,original_1m,cost_aware,0.5,2.0,0.07006532047045497,0.1578272051390201,0.00031565441027804023,0.00075790898322207,0.06974966606017692,0.06927618444475987,0.06848704841906476,0.06930741148723289,1.0,0.0,200,0.0,0.0018859091137699055,0.0018859091137699055,2020-05-31
2020-06-30,2020-07-31,development,original_1m,cost_aware,0.5,2.0,0.140226386281964,0.18597633845729977,0.00037195267691459956,0.000877191334388258,0.1398544336050494,0.1392965045896775,0.138366622897391,0.13934919494757572,1.0,0.0,200,0.0,0.1677287251460948,0.1677287251460948,2020-06-30
2020-07-31,2020-08-31,development,original_1m,cost_aware,0.5,2.0,0.035990779309813876,0.1772345005497057,0.00035446900109941136,0.0008722649080153303,0.03563631030871447,0.03510460680706535,0.03421843430431682,0.03511851440179855,0.9999999999999999,1.1102230246251565e-16,200,0.0,0.23031906631949503,0.23031906631949503,2020-07-31
2020-08-31,2020-09-30,development,original_1m,cost_aware,0.5,2.0,-0.07724861686935376,0.18805044491792502,0.00037610088983585006,0.0009077234004726593,-0.07762471775918961,-0.07818886909394339,-0.07912912131853302,-0.07815634026982642,1.0,0.0,200,0.0,0.07338697617525063,0.07338697617525063,2020-08-31
2020-09-30,2020-10-31,development,original_1m,cost_aware,0.5,2.0,-0.011134091649615884,0.23522254317100827,0.0004704450863420165,0.0011504857416598966,-0.011604536735957901,-0.012310204365470926,-0.013486317081325968,-0.01228457739127578,0.9999999999999999,1.1102230246251565e-16,200,0.0,-0.023869516496978983,-0.023869516496978983,2020-09-30
2020-10-31,2020-11-30,development,original_1m,cost_aware,0.5,2.0,0.04432670455748066,0.18246581681810448,0.00036493163363620897,0.0009023300610771693,0.04396177292384445,0.04341437547339014,0.042502046389299615,0.04342437449640349,1.0,0.0,200,0.0,0.2167116966868593,0.2167116966868593,2020-10-31
2020-11-30,2020-12-31,development,original_1m,cost_aware,0.5,2.0,-0.033117136613852016,0.18049281102770903,0.0003609856220554181,0.0008453002270034899,-0.03347812223590743,-0.03401960066899056,-0.03492206472412911,-0.03396243684085551,1.0000000000000002,0.0,200,0.0,0.023971123402933708,0.023971123402933708,2020-11-30
2020-12-31,2021-01-31,development,original_1m,cost_aware,0.5,2.0,-0.06998446510601601,0.18328783805202423,0.00036657567610404846,0.0009042206864172273,-0.07035104078212005,-0.07090090429627613,-0.07181734348653625,-0.07088868579243324,1.0,0.0,200,0.0,0.09855537397359997,0.09855537397359997,2020-12-31
2021-01-31,2021-02-28,development,original_1m,cost_aware,0.5,2.0,0.05728753328008603,0.15834286087571858,0.0003166857217514372,0.0008442684331437055,0.05697084755833459,0.05649581897570744,0.055704104671328844,0.05644326484694233,1.0,0.0,200,0.0,0.27078483847481,0.27078483847481,2021-01-31
2021-02-28,2021-03-31,development,original_1m,cost_aware,0.5,2.0,0.025515976754072182,0.1798510576369295,0.000359702115273859,0.0009294925421839683,0.025156274638798323,0.024616721465887535,0.023717466177702887,0.024586484211888214,1.0,0.0,200,0.0,0.25225294266331494,0.25225294266331494,2021-02-28
2021-03-31,2021-04-30,development,original_1m,cost_aware,0.5,2.0,-0.014626552789352938,0.20443717061094893,0.0004088743412218979,0.0010046189870248521,-0.015035427130574836,-0.01564873864240768,-0.016670924495462428,-0.01563117177637779,1.0,0.0,200,0.0,0.1302483188027939,0.1302483188027939,2021-03-31
2021-04-30,2021-05-31,development,original_1m,cost_aware,0.5,2.0,0.04137778900694865,0.21614864914115675,0.0004322972982823135,0.0010421003218575116,0.040945491708666334,0.040297045761242864,0.03921630251553708,0.04033568868509114,0.9999999999999999,1.1102230246251565e-16,200,0.0,-0.18863864591149798,-0.18863864591149798,2021-04-30
2021-05-31,2021-06-30,development,original_1m,cost_aware,0.5,2.0,-0.002006904175542979,0.2201154259315551,0.0004402308518631102,0.0010173030940502344,-0.002447135027406089,-0.003107481305200754,-0.00420805843485853,-0.0030242072695932133,1.0,0.0,200,0.0,0.025219856323360372,0.025219856323360372,2021-05-31
2021-06-30,2021-07-31,development,original_1m,cost_aware,0.5,2.0,-0.022821014722960917,0.19389812602130593,0.00038779625204261186,0.0009123211930917668,-0.02320881097500353,-0.023790505353067447,-0.024759995983173976,-0.023733335916052683,1.0,0.0,200,0.0,-0.03204312605729145,-0.03204312605729145,2021-06-30
2021-07-31,2021-08-31,development,original_1m,cost_aware,0.5,2.0,0.07846913130781892,0.18930617861554236,0.00037861235723108473,0.0009334573176081693,0.07809051895058784,0.07752260041474121,0.0765760695216635,0.07753567399021075,1.0000000000000002,0.0,200,0.0,0.11289456626163107,0.11289456626163107,2021-07-31
2021-08-31,2021-09-30,development,original_1m,cost_aware,0.5,2.0,0.020249967600100897,0.19279267035307876,0.00038558534070615754,0.0009202022131196414,0.019864382259394738,0.019286004248335504,0.018322040896570108,0.019329765386981255,1.0,0.0,200,0.0,0.2707429010052212,0.2707429010052212,2021-08-31
2021-09-30,2021-10-31,development,original_1m,cost_aware,0.5,2.0,-0.027189174907817824,0.19467559657000313,0.00038935119314000623,0.0009599988583780946,-0.02757852610095783,-0.02816255289066784,-0.029135930873517856,-0.02814917376619592,1.0,0.0,200,0.0,0.06410528326743263,0.06410528326743263,2021-09-30
2021-10-31,2021-11-30,development,original_1m,cost_aware,0.5,2.0,0.04644841771393784,0.1852507848378557,0.0003705015696757114,0.0009343877489100972,0.04607791614426213,0.04552216378974856,0.04459590986555928,0.04551402996502774,0.9999999999999998,2.220446049250313e-16,200,0.0,0.036872221539523575,0.036872221539523575,2021-10-31
2021-11-30,2021-12-31,development,original_1m,cost_aware,0.5,2.0,0.06641616095231374,0.2192100272621333,0.0004384200545242666,0.0010167153795791384,0.06597774089778947,0.06532011081600307,0.06422406067969241,0.06539944557273461,1.0,0.0,200,0.0,0.33318083256734,0.33318083256734,2021-11-30
2021-12-31,2022-01-31,development,original_1m,cost_aware,0.5,2.0,-0.05698901236792695,0.17891279272670918,0.0003578255854534183,0.0008283978741523536,-0.05734683795338037,-0.0578835763315605,-0.05877814029519404,-0.05781741024207931,1.0,0.0,200,0.0,0.2817199900253681,0.2817199900253681,2021-12-31
2022-01-31,2022-02-28,selection,original_1m,cost_aware,0.5,2.0,0.03360645032635858,0.192047831379793,0.000384095662759586,0.0009564883844985982,0.033222354663599,0.032646211169459614,0.031685972012560654,0.032649961941859984,1.0,0.0,200,0.0,0.023211012802040753,0.023211012802040753,2022-01-31
2022-02-28,2022-03-31,selection,original_1m,cost_aware,0.5,2.0,-0.04258659177374645,0.1600167279629414,0.00032003345592588277,0.0007793438782285221,-0.042906625229672334,-0.04338667541356116,-0.044186759053375865,-0.04336593565197497,1.0000000000000002,0.0,200,0.0,-0.023489896544233883,-0.023489896544233883,2022-02-28
2022-03-31,2022-04-30,selection,original_1m,cost_aware,0.5,2.0,-0.08380881099705828,0.17214171525848304,0.00034428343051696607,0.0008655649036194205,-0.08415309442757525,-0.0846695195733507,-0.08553022814964312,-0.0846743759006777,1.0,0.0,200,0.0,0.31731816520539274,0.31731816520539274,2022-03-31
2022-04-30,2022-05-31,selection,original_1m,cost_aware,0.5,2.0,0.07488953062233938,0.20442740555516253,0.00040885481111032506,0.0011332782281245808,0.07448067581122905,0.07386739359456357,0.07284525656678775,0.07375625239421481,1.0,0.0,200,0.0,0.06601364114941768,0.06601364114941768,2022-04-30
2022-05-31,2022-06-30,selection,original_1m,cost_aware,0.5,2.0,0.03765977037350746,0.18518208632055183,0.00037036417264110365,0.0009173690553802219,0.03728940620086636,0.0367338599419047,0.035807949510301945,0.03674240131812724,1.0,0.0,200,0.0,-0.004340479983631175,-0.004340479983631175,2022-05-31
2022-06-30,2022-07-31,selection,original_1m,cost_aware,0.5,2.0,-0.002191614104006275,0.16942224015916385,0.0003388444803183277,0.0007929455630058397,-0.0025304585843246028,-0.003038725304802094,-0.0038858365055979135,-0.0029845596670121147,1.0,0.0,200,0.0,0.07922946389298455,0.07922946389298455,2022-06-30
2022-07-31,2022-08-31,selection,original_1m,cost_aware,0.5,2.0,-0.0006836251210365359,0.20451466073003002,0.00040902932146006006,0.0009642335893029666,-0.001092654442496596,-0.001706198424686686,-0.002728771728336836,-0.0016478587103395024,1.0,0.0,200,0.0,0.3223639706934199,0.3223639706934199,2022-07-31
2022-08-31,2022-09-30,selection,original_1m,cost_aware,0.5,2.0,-0.05935613632858617,0.2219948387925319,0.0004439896775850638,0.0010448563639492883,-0.05980012600617123,-0.06046611052254883,-0.061576084716511485,-0.06040099269253546,1.0,0.0,200,0.0,0.2015037942459509,0.2015037942459509,2022-08-31
2022-09-30,2022-10-31,selection,original_1m,cost_aware,0.5,2.0,0.0074774664207121234,0.2228378696407327,0.0004456757392814654,0.001113348407583806,0.007031790681430658,0.00636327707250846,0.005249087724304796,0.006364118013128317,1.0,0.0,200,0.0,0.06939938135170895,0.06939938135170895,2022-09-30
2022-10-31,2022-11-30,selection,original_1m,cost_aware,0.5,2.0,0.1027295406632909,0.1866922226013965,0.000373384445202793,0.0009199076248754657,0.1023561562180881,0.10179607955028391,0.10086261843727694,0.10180963303841543,1.0,0.0,200,0.0,0.19268187927844194,0.19268187927844194,2022-10-31
2022-11-30,2022-12-31,selection,original_1m,cost_aware,0.5,2.0,-0.0198967075317353,0.19970710017142732,0.0003994142003428546,0.0009143017795953974,-0.020296121732078155,-0.020895243032592437,-0.021893778533449575,-0.0208110093113307,0.9999999999999999,1.1102230246251565e-16,200,0.0,0.17865738683404295,0.17865738683404295,2022-11-30
2022-12-31,2023-01-31,selection,original_1m,cost_aware,0.5,2.0,0.05739801623314063,0.19293193500752037,0.00038586387001504077,0.0009315542226365488,0.05701215236312559,0.056433356558103026,0.055468696883065424,0.05646646201050408,1.0,0.0,200,0.0,0.11996390845307,0.11996390845307,2022-12-31
2023-01-31,2023-02-28,selection,original_1m,cost_aware,0.5,2.0,0.0346857824088444,0.18650442597858413,0.0003730088519571683,0.0008566026593835216,0.034312773556887236,0.03375326027895148,0.03282073814905856,0.033829179749460876,1.0,0.0,200,0.0,0.2764508942088967,0.2764508942088967,2023-01-31
2023-02-28,2023-03-31,selection,original_1m,cost_aware,0.5,2.0,0.010061480798857568,0.16724713578868874,0.0003344942715773775,0.0007677410727312957,0.00972698652728019,0.009225245119914124,0.00838900944097068,0.009293739726126272,1.0,0.0,200,0.0,0.1635342508033431,0.1635342508033431,2023-02-28
2023-03-31,2023-04-30,selection,original_1m,cost_aware,0.5,2.0,0.026477581015315124,0.21815211411287852,0.000436304228225757,0.001042745363467672,0.026041276787089368,0.02538682044475073,0.02429605987418634,0.025434835651847454,1.0,0.0,200,0.0,0.10287203658473827,0.10287203658473827,2023-03-31
2023-04-30,2023-05-31,selection,original_1m,cost_aware,0.5,2.0,-0.016684079093769434,0.17800665668893872,0.00035601331337787743,0.0008800845356451911,-0.017040092407147312,-0.017574112377214127,-0.01846414566065882,-0.017564163629414625,1.0,0.0,200,0.0,0.1131379063146561,0.1131379063146561,2023-04-30
2023-05-31,2023-06-30,selection,original_1m,cost_aware,0.5,2.0,0.015270209548721951,0.185370906328957,0.000370741812657914,0.0008789155104828323,0.014899467736064037,0.014343355017077166,0.013416500485432381,0.014391294038239119,1.0,0.0,200,0.0,0.034128422146657365,0.034128422146657365,2023-05-31
2023-06-30,2023-07-31,selection,original_1m,cost_aware,0.5,2.0,0.04158717738129486,0.15922516366539183,0.00031845032733078364,0.0007653971495096716,0.041268727053964074,0.0407910515629679,0.03999492574464094,0.04082178023178519,0.9999999999999999,1.1102230246251565e-16,200,0.0,0.33628585752328133,0.33628585752328133,2023-06-30
2023-07-31,2023-08-31,selection,original_1m,cost_aware,0.5,2.0,-0.051417182785533005,0.22572128435777578,0.00045144256871555157,0.0010256587027538385,-0.051868625354248556,-0.052545789207321884,-0.05367439562911076,-0.052442841488286845,1.0,0.0,200,0.0,0.09623283099005495,0.09623283099005495,2023-07-31
2023-08-31,2023-09-30,selection,original_1m,cost_aware,0.5,2.0,,0.17815265727733898,0.00035630531455467794,0.0008384886784832962,,,,,0.9999999999999999,1.1102230246251565e-16,200,0.0016015011004756905,0.19404153751684108,0.19404153751684108,2023-08-31
2023-09-30,2023-10-31,selection,original_1m,cost_aware,0.5,2.0,-0.017322616634541776,0.1485365617919223,0.00029707312358384457,0.0006836834580420055,-0.01761968975812562,-0.01806529944350139,-0.018807982252460997,-0.01800630009258378,1.0,0.0,200,0.0,-0.04454177085923502,-0.04454177085923502,2023-09-30
2023-10-31,2023-11-30,selection,original_1m,cost_aware,0.5,2.0,0.019435455033831515,0.16584246061626243,0.00033168492123252484,0.0008005829308258519,0.019103770112598988,0.018606242730750202,0.01777703042766889,0.018634872103005663,0.9999999999999999,1.1102230246251565e-16,200,0.0,0.06518570329301303,0.06518570329301303,2023-10-31
2023-11-30,2023-12-31,selection,original_1m,cost_aware,0.5,2.0,-0.024194490659637725,0.15484745298735778,0.00030969490597471556,0.0007071218953841739,-0.02450418556561244,-0.024968727924574514,-0.025742965189511302,-0.0249016125550219,1.0,0.0,200,0.0,0.12714598807186966,0.12714598807186966,2023-11-30
2023-12-31,2024-01-31,selection,original_1m,cost_aware,0.5,2.0,-0.07964857972225627,0.16988629183562173,0.00033977258367124346,0.0007884220201471588,-0.0799883523059275,-0.08049801118143438,-0.08134744264061249,-0.08043700174240342,1.0,0.0,200,0.0,0.3805985567001856,0.3805985567001856,2023-12-31
2024-01-31,2024-02-29,retrospective_test,original_1m,cost_aware,0.5,2.0,0.07807148695897213,0.20200986139807786,0.0004040197227961557,0.001034751284044135,0.07766746723617597,0.07706143765198174,0.07605138834499135,0.077036735674928,1.0,0.0,200,0.0,-0.06689495652651188,-0.06689495652651188,2024-01-31
2024-02-29,2024-03-31,retrospective_test,original_1m,cost_aware,0.5,2.0,0.03345430629589141,0.16793143380633538,0.00033586286761267076,0.000890480132282082,0.03311844342827874,0.032614649126859734,0.031774991957828055,0.03256382616360933,1.0,0.0,200,0.0,0.16082174854864004,0.16082174854864004,2024-02-29
2024-03-31,2024-04-30,retrospective_test,original_1m,cost_aware,0.5,2.0,0.03848409879432352,0.16945599805034856,0.0003389119961006971,0.0007970078342572647,0.03814518679822282,0.03763681880407178,0.036789538813820036,0.037687090960066255,1.0,0.0,200,0.0,0.37302697337738167,0.37302697337738167,2024-03-31
2024-04-30,2024-05-31,retrospective_test,original_1m,cost_aware,0.5,2.0,-0.0070259641954104265,0.17432347085892963,0.0003486469417178593,0.0008653608006481136,-0.007374611137128286,-0.007897581549705074,-0.008769198903999723,-0.00789132499605854,1.0,0.0,200,0.0,0.08363840468158533,0.08363840468158533,2024-04-30
2024-05-31,2024-06-30,retrospective_test,original_1m,cost_aware,0.5,2.0,-0.05589884225880208,0.16672508848520454,0.0003334501769704091,0.0007796777737597865,-0.05623229243577249,-0.056732467701228105,-0.05756609314365413,-0.056678520032561866,1.0,0.0,200,0.0,0.08497357058467828,0.08497357058467828,2024-05-31
2024-06-30,2024-07-31,retrospective_test,original_1m,cost_aware,0.5,2.0,-0.013298693709690652,0.17892137743898182,0.00035784275487796367,0.0009030865086755074,-0.013656536464568617,-0.01419330059688556,-0.01508790748408047,-0.01420178021836616,1.0000000000000002,0.0,200,0.0,0.1164285776141651,0.1164285776141651,2024-06-30
2024-07-31,2024-08-31,retrospective_test,original_1m,cost_aware,0.5,2.0,-0.025798155645626347,0.15526278255674683,0.0003105255651134937,0.0007981112242435669,-0.02610868121073984,-0.026574469558410082,-0.027350783471193817,-0.026596266869869913,1.0,0.0,200,0.0,0.22158496454569626,0.22158496454569626,2024-07-31
2024-08-31,2024-09-30,retrospective_test,original_1m,cost_aware,0.5,2.0,0.20805873958850954,0.18279290805262285,0.0003655858161052457,0.0009021706647035041,0.2076931537724043,0.20714477504824644,0.2062308105079833,0.20715656892380604,1.0,0.0,200,0.0,-0.10884186304468686,-0.10884186304468686,2024-08-31
2024-09-30,2024-10-31,retrospective_test,original_1m,cost_aware,0.5,2.0,0.005127527388339328,0.1708983841309159,0.0003417967682618318,0.0009086931062977615,0.0047857306200774965,0.004273035467684749,0.003418543547030169,0.004218834282041567,0.9999999999999999,1.1102230246251565e-16,200,0.0,-0.22555021308760892,-0.22555021308760892,2024-09-30
2024-10-31,2024-11-30,retrospective_test,original_1m,cost_aware,0.5,2.0,0.036326733017640694,0.1646480558612968,0.0003292961117225936,0.0007811889764863993,0.0359974369059181,0.03550349273833421,0.03468025245902773,0.035545544041154294,1.0,0.0,200,0.0,0.16486799690274173,0.16486799690274173,2024-10-31
2024-11-30,2024-12-31,retrospective_test,original_1m,cost_aware,0.5,2.0,0.0024237245867380656,0.16278299536990257,0.00032556599073980513,0.000742765816806212,0.0020981585959982604,0.0016098096098885527,0.0007958946330390399,0.0016809587699318537,1.0,0.0,200,0.0,0.4333529664995447,0.4333529664995447,2024-11-30
2024-12-31,2025-01-31,retrospective_test,original_1m,cost_aware,0.5,2.0,-0.014464840367439271,0.1494706857782626,0.00029894137155652524,0.0006914742676694035,-0.014763781738995797,-0.015212193796330584,-0.015959547225221898,-0.015156314635108675,1.0,0.0,200,0.0,0.1475978254069347,0.1475978254069347,2024-12-31
2025-01-31,2025-02-28,retrospective_test,original_1m,cost_aware,0.5,2.0,0.018453423830497466,0.15747593400290202,0.00031495186800580406,0.0007598910150989387,0.018138471962491663,0.017666044160482956,0.016878664490468445,0.017693532815398528,1.0000000000000002,0.0,200,0.0,-0.16386152982523716,-0.16386152982523716,2025-01-31
2025-02-28,2025-03-31,retrospective_test,original_1m,cost_aware,0.5,2.0,0.015210076232879026,0.18396172526679289,0.0003679234505335858,0.0008326341855652178,0.014842152782345441,0.014290267606545061,0.013370458980211098,0.014377442047313808,1.0,0.0,200,0.0,0.36711093866182887,0.36711093866182887,2025-02-28
2025-03-31,2025-04-30,retrospective_test,original_1m,cost_aware,0.5,2.0,-0.029763868241537726,0.1921823247124476,0.00038436464942489515,0.000855995474629071,-0.03014823289096262,-0.030724779865099965,-0.0316856914886622,-0.030619863716166797,1.0,0.0,200,0.0,0.027462679690787733,0.027462679690787733,2025-03-31
2025-04-30,2025-05-31,retrospective_test,original_1m,cost_aware,0.5,2.0,0.030427151590952252,0.20156297230280495,0.00040312594460560993,0.00102921563865544,0.030024025646346642,0.029419336729438226,0.028411521867924203,0.02939793595229681,1.0,0.0,200,0.0,0.07164338134230439,0.07164338134230439,2025-04-30
