long_monthly_turnover_budget,diagnostic_leg_monthly_turnover_budget,uses_retrospective_test,development_sharpe_50bps,selection_sharpe_20bps,selection_sharpe_50bps,selection_sharpe_100bps,selection_long_turnover,selection_long_short_turnover,quarterly_selection_sharpe_50bps,quarterly_development_sharpe_50bps,quarterly_selection_long_short_turnover,turnover_change_vs_quarterly,selection_sharpe_50_improvement,development_sharpe_50_improvement,passes_constraints,selection_objective,selected
0.1,0.2,False,1.1341957471839874,1.6497148978002387,1.5074882515094068,1.2745233795024713,0.10000000000000002,0.4000000003605993,1.6187460476272733,1.102793842425976,0.37571600829961,0.06463390306655326,-0.11125779611786646,0.03140190475801141,False,1.691037188215254,True
0.2,0.2,False,1.1341957471839874,1.6497148978002387,1.5074882515094068,1.2745233795024713,0.2000000001579627,0.4000000003605993,1.6187460476272733,1.102793842425976,0.37571600829961,0.06463390306655326,-0.11125779611786646,0.03140190475801141,False,1.691037188215254,False
0.15,0.2,False,1.1341957471839874,1.6497148978002387,1.5074882515094068,1.2745233795024713,0.15000000000779354,0.4000000003605993,1.6187460476272733,1.102793842425976,0.37571600829961,0.06463390306655326,-0.11125779611786646,0.03140190475801141,False,1.691037188215254,False
0.2,0.175,False,1.0998350700358335,1.5959387477885438,1.4702919575406086,1.2640392703226995,0.2000000001579627,0.35000000018586414,1.6187460476272733,1.102793842425976,0.37571600829961,-0.06844533516186768,-0.14845409008666466,-0.002958772390142528,False,1.657750725003101,False
0.1,0.175,False,1.0998350700358335,1.5959387477885438,1.4702919575406086,1.2640392703226995,0.10000000000000002,0.35000000018586414,1.6187460476272733,1.102793842425976,0.37571600829961,-0.06844533516186768,-0.14845409008666466,-0.002958772390142528,False,1.657750725003101,False
0.15,0.175,False,1.0998350700358335,1.5959387477885438,1.4702919575406086,1.2640392703226995,0.15000000000779354,0.35000000018586414,1.6187460476272733,1.102793842425976,0.37571600829961,-0.06844533516186768,-0.14845409008666466,-0.002958772390142528,False,1.657750725003101,False
0.1,0.15,False,1.0308635444101086,1.536339633360513,1.4274764399958348,1.2483875036174485,0.10000000000000002,0.3000000000263203,1.6187460476272733,1.102793842425976,0.37571600829961,-0.20152457334985552,-0.1912696076314384,-0.07193029801586737,False,1.6101923260917819,False
0.15,0.15,False,1.0308635444101086,1.536339633360513,1.4274764399958348,1.2483875036174485,0.15000000000779354,0.3000000000263203,1.6187460476272733,1.102793842425976,0.37571600829961,-0.20152457334985552,-0.1912696076314384,-0.07193029801586737,False,1.6101923260917819,False
0.2,0.15,False,1.0308635444101086,1.536339633360513,1.4274764399958348,1.2483875036174485,0.2000000001579627,0.3000000000263203,1.6187460476272733,1.102793842425976,0.37571600829961,-0.20152457334985552,-0.1912696076314384,-0.07193029801586737,False,1.6101923260917819,False
