series,annual_return,annual_volatility,sharpe_rf0,max_drawdown,total_return,months
mlp_ridge_ensemble,0.10831399546006559,0.19034729557165744,0.5690335401654819,-0.24966229650667981,1.257255073523484,95
polynomial_ridge,0.10606635834954026,0.19994082271120828,0.5304887561793272,-0.265841007882863,1.2212683764627914,95
benchmark,0.010100455211896842,0.18390294643976263,0.054922748152951666,-0.39921842838050303,0.0828114031758278,95
