test,parameter,annual_return,annual_volatility,sharpe_rf0,max_drawdown,total_return,months
cost_bps,0,0.11840980795223488,0.1999481728646634,0.5922025005568896,-0.2611332480298042,1.4252563776021088,95
cost_bps,20,0.10606635834954026,0.19994082271120828,0.5304887561793272,-0.2658410078828629,1.22126837646279,95
cost_bps,50,0.08778437716634913,0.19993315486137905,0.4390686338502148,-0.2728545114791834,0.9466922615875293,95
cost_bps,100,0.05792680483779011,0.1999293291201706,0.289736403821834,-0.28441629178190175,0.5617337651650736,95
