year,ml,linear,benchmark,ml_excess
2018,-0.2642862787315262,-0.3380875420325483,-0.29589787018719227,0.044896315629765704
2019,0.3516458635745767,0.2579194635619273,0.36069996426234097,-0.0066540022970256185
2020,0.2083895739380739,0.14548465576726155,0.27210227937882814,-0.05008457768966923
2021,0.2061053586444601,0.23365569779610662,-0.05198479071143014,0.27224262525236465
2022,-0.057374110515581944,-0.1256588237238555,-0.21632330169851377,0.20282495514723453
2023,0.11178996569623023,0.025624517140805825,-0.11378511070780917,0.25453767379625436
2024,0.0842359545032696,0.0914689564193325,0.1468314322171358,-0.05458123657532843
2025,0.34881107469803285,0.2479840998059335,0.176635344985284,0.146328877886039
