cost_bps,annual_return,annual_volatility,sharpe_rf0,max_drawdown,total_return,months
0,0.10911732022366905,0.18319410976923411,0.5956377110657209,-0.23148523959830725,1.2702400197098487,95
20,0.10188323316051218,0.18315092774282668,0.5562801915127211,-0.2338195076416243,1.1556254352070008,95
50,0.09111174403505817,0.18309328929918178,0.4976247047819318,-0.23730908658931582,0.9943348250775099,95
100,0.07336977797722866,0.18301627004682336,0.4008921062507587,-0.24309364786079446,0.7515900011377608,95
150,0.05588795834806115,0.18296308206989717,0.30546030224124854,-0.2488391563921477,0.5380644832266193,95
200,0.03866286189172441,0.18293374615523045,0.21134898674691005,-0.2586044813471834,0.3502803374316512,95
