signal_month,realization_month,period,long_short_gross_return,long_short_turnover,long_short_net_return_20bps,long_short_proxy_net_return,explicit_cost,impact_proxy_cost,net_return,net_return_0bps,net_return_20bps,net_return_50bps,net_return_100bps
2024-05-31,2024-06-30,retrospective_test,0.0224399937317742,0.2654658285936396,0.0219090620745869,0.0207612868924804,0.0005309316571872792,0.0011477751821065002,0.02076128689248042,0.0224399937317742,0.02190906207458692,0.021112664588806,0.019785335445837802
2024-06-30,2024-07-31,retrospective_test,0.0064344959435213,0.23399328782907,0.0059665093678632,0.0049089337106308,0.00046798657565813996,0.0010575756572324003,0.00490893371063076,0.0064344959435213,0.00596650936786316,0.00526452950437595,0.0040945630652306
2024-07-31,2024-08-31,retrospective_test,0.0396367716911198,0.6580939033986994,0.0383205838843224,0.0351140179730815,0.001316187806797399,0.0032065659112408967,0.03511401797308151,0.0396367716911198,0.038320583884322405,0.03634630217412631,0.03305583265713281
2024-08-31,2024-09-30,retrospective_test,-0.0694087289794936,0.1839205744694142,-0.0697765701284324,-0.0705739951019511,0.00036784114893882844,0.0007974249735187011,-0.07057399510195113,-0.0694087289794936,-0.06977657012843243,-0.07032833185184068,-0.07124793472418774
2024-09-30,2024-10-31,retrospective_test,-0.1690957307327938,0.1616729826938538,-0.1694190766981816,-0.1701642171755238,0.0003233459653877076,0.0007451404773421988,-0.1701642171755237,-0.1690957307327938,-0.16941907669818151,-0.16990409564626308,-0.17071246055973233
2024-10-31,2024-11-30,retrospective_test,0.016841648803045,0.33120786808249,0.01617923306688,0.0146774032524722,0.00066241573616498,0.0015018298144077995,0.01467740325247222,0.016841648803045,0.01617923306688002,0.01518560946263255,0.0135295701222201
2024-11-30,2024-12-31,retrospective_test,0.0713473482296894,0.201915217253131,0.0709435177951831,0.0701347760869951,0.000403830434506262,0.0008087417081879961,0.07013477608699514,0.0713473482296894,0.07094351779518314,0.07033777214342374,0.06932819605715809
2024-12-31,2025-01-31,retrospective_test,0.0375584206344516,0.2388758877457614,0.0370806688589601,0.0362293205900877,0.00047775177549152283,0.0008513482688723983,0.036229320590087676,0.0375584206344516,0.037080668858960074,0.03636404119572279,0.035169661756993986
2025-01-31,2025-02-28,retrospective_test,-0.0986488666784047,0.525551907365817,-0.0996999704931363,-0.1015633189309384,0.0010511038147316342,0.001863348437802101,-0.10156331893093844,-0.0986488666784047,-0.09969997049313634,-0.10127662621523378,-0.10390438575206287
2025-02-28,2025-03-31,retrospective_test,0.0664383628112042,0.2209851199444638,0.0659963925713152,0.0651887921744485,0.00044197023988892765,0.0008076003968666978,0.06518879217444858,0.0664383628112042,0.06599639257131527,0.06533343721148188,0.06422851161175956
2025-03-31,2025-04-30,retrospective_test,0.0250978009100114,0.2650890982798165,0.0245676227134518,0.0236392668315321,0.000530178196559633,0.0009283558819196992,0.023639266831532068,0.0250978009100114,0.024567622713451767,0.023772355418612317,0.022446909927213234
2025-04-30,2025-05-31,retrospective_test,0.0029114236934028,0.4134117981625096,0.0020846000970778,0.0002459561032654,0.0008268235963250192,0.0018386439938124,0.0002459561032653805,0.0029114236934028,0.0020846000970777805,0.0008443647025902514,-0.001222694288222297
2025-05-31,2025-06-30,retrospective_test,-0.0289363061991007,0.2886185646654358,-0.0295135433284316,-0.0306960122741585,0.0005772371293308716,0.0011824689457268986,-0.03069601227415847,-0.0289363061991007,-0.02951354332843157,-0.03037939902242788,-0.03182249184575506
2025-06-30,2025-07-31,retrospective_test,-0.0042892001791253,0.2559357278415319,-0.0048010716348083,-0.0057108282224093,0.0005118714556830639,0.0009097565876009994,-0.005710828222409363,-0.0042892001791253,-0.0048010716348083635,-0.005568878818332959,-0.006848557457540618
2025-07-31,2025-08-31,retrospective_test,-0.0593328260006824,0.4569385453986663,-0.0602467030914797,-0.0616476947217686,0.0009138770907973325,0.0014009916302889017,-0.061647694721768634,-0.0593328260006824,-0.06024670309147973,-0.06161751872767573,-0.06390221145466907
2025-08-31,2025-09-30,retrospective_test,0.0196562533115145,0.2130462605245833,0.0192301607904653,0.0185632480934923,0.00042609252104916663,0.0006669126969729988,0.018563248093492336,0.0196562533115145,0.019230160790465335,0.018591022008891584,0.017525790706268668
2025-09-30,2025-10-31,retrospective_test,0.0146255818335691,0.289380527489245,0.0140468207785906,0.0131046498828842,0.00057876105497849,0.0009421708957064005,0.01310464988288421,0.0146255818335691,0.01404682077859061,0.013178679196122875,0.01173177655867665
2025-10-31,2025-11-30,retrospective_test,0.0133160592750573,0.9066706790451262,0.011502717916967,0.0085468122206237,0.0018133413580902523,0.002955905696343299,0.008546812220623748,0.0133160592750573,0.011502717916967047,0.008782705879831668,0.004249352484606037
2025-11-30,2025-12-31,retrospective_test,-0.0009048121993591,0.2767451819333145,-0.0014583025632258,-0.002393653976204,0.0005534903638666289,0.0009353514129781999,-0.002393653976203929,-0.0009048121993591,-0.001458302563225729,-0.0022885381090256727,-0.003672264018692245
