series,annual_return_20bp,sharpe_20bp,max_drawdown_20bp,mean_monthly_turnover,sharpe_50bp,sharpe_100bp
optimized_clean_mlp,0.11589284201967853,0.6271832534538684,-0.2464486936815371,0.25775771012668264,0.5716774992753746,0.48017718668203446
first_version_mlp_ridge,0.10577718580245721,0.5754643587621248,-0.24192352349838642,0.383555434905572,0.493714002636305,0.3595661659004916
