metric,value
mean_cross_sectional_ic,0.11711925780827695
cross_sectional_icir_annualized,3.0711448661120206
positive_ic_month_share,0.8736842105263158
mean_linear_ic,0.12104061374605214
mean_final_minus_linear_ic,-0.003921355937775195
long_short_monthly_t_stat,3.541145794689427
decile_monotonicity_spearman,0.9515151515151514
nonlinear_refit_share,0.25
mean_validation_incremental_ic,0.003862166306593911
