period,series,annual_return,annual_volatility,sharpe_rf0,max_drawdown,total_return,months
2018_2021,net_return,0.0979400242527364,0.19511246503976473,0.5019670282612432,-0.25380304950734345,0.4418926135438519,47
2018_2021,long_short_net_return,0.20830688222693095,0.13359182346991988,1.559278680508723,-0.13721891145842113,1.0982676860754403,47
2022_2025,net_return,0.11580832164501276,0.18534149576026845,0.6248375258328875,-0.1642162953038171,0.5500952453199695,48
2022_2025,long_short_net_return,0.20400735204824816,0.18165003878283914,1.1230790448227592,-0.21934483854504971,1.0374096820958965,46
