signal_month,realization_month,period,long_gross_return,short_sale_gross_return,long_turnover,short_turnover,long_net_return_20bps,short_sale_net_return_20bps,long_contribution,short_contribution,long_unresolved_weight,short_unresolved_weight,long_names,short_names,period_long_sharpe_20bps,period_short_sharpe_20bps
2023-08-31,2023-09-30,selection,-0.002554060365282879,0.026471878540210318,0.6654540070018421,0.6589734769818599,-0.003884968379286563,0.025153931586246597,-0.002554060365282879,0.026471878540210318,0.0,0.0,362,362,0.17598020530633632,0.8080159516597978
2023-09-30,2023-10-31,selection,-0.0314505769447296,0.01848252722424336,0.6360680226298111,0.647094292314223,-0.032722712989989224,0.017188338639614914,-0.0314505769447296,0.01848252722424336,0.0,0.0,362,362,0.17598020530633632,0.8080159516597978
2023-10-31,2023-11-30,selection,0.01611165115625739,-0.048895537318717715,0.486802097658117,0.6614817536656616,0.015138046960941155,-0.05021850082604904,0.01611165115625739,-0.048895537318717715,0.0,0.0,365,365,0.17598020530633632,0.8080159516597978
2023-11-30,2023-12-31,selection,-0.0027786343347034333,0.022373916548876275,0.5304364295178019,0.6243823584853999,-0.0038395071937390368,0.021125151831905477,-0.0027786343347034333,0.022373916548876275,0.0,0.0,372,372,0.17598020530633632,0.8080159516597978
2023-12-31,2024-01-31,selection,-0.0904853733811725,0.22248005340863458,0.5897857423465054,0.6653726960078862,-0.09166494486586552,0.2211493080166188,-0.0904853733811725,0.22248005340863458,0.0,0.0,375,375,0.17598020530633632,0.8080159516597978
2024-01-31,2024-02-29,retrospective_test,0.046141034405990614,-0.05536593054492586,0.6468312086532425,0.6588654863654864,0.04484737198868413,-0.05668366151765684,0.046141034405990614,-0.05536593054492586,0.0,0.0,379,379,1.4363346891152646,-0.5926200846397833
2024-02-29,2024-03-31,retrospective_test,0.043248964482479994,-0.009530801464452232,0.6658497827640399,0.6544714969864521,0.04191726491695191,-0.010839744458425137,0.043248964482479994,-0.009530801464452232,0.0,0.0,380,380,1.4363346891152646,-0.5926200846397833
2024-03-31,2024-04-30,retrospective_test,0.020333155284223806,0.09185460582811876,0.6198786869124231,0.6513742114266589,0.01909339791039896,0.09055185740526545,0.020333155284223806,0.09185460582811876,0.0,0.0,382,382,1.4363346891152646,-0.5926200846397833
2024-04-30,2024-05-31,retrospective_test,-0.005222899004659321,0.051513716218773736,0.6100050933527945,0.6567922520221371,-0.00644290919136491,0.050200131714729465,-0.005222899004659321,0.051513716218773736,0.0,0.0,385,385,1.4363346891152646,-0.5926200846397833
2024-05-31,2024-06-30,retrospective_test,-0.07626071976828676,0.08965021350639701,0.5851177242066797,0.6939136860141357,-0.07743095521670011,0.08826238613436874,-0.07626071976828676,0.08965021350639701,0.0,0.0,378,378,1.4363346891152646,-0.5926200846397833
2024-06-30,2024-07-31,retrospective_test,0.007502828644502245,-0.0031468220254348943,0.570059045219356,0.5841226644575124,0.0063627105540635335,-0.004315067354349919,0.007502828644502245,-0.0031468220254348943,0.0,0.0,384,384,1.4363346891152646,-0.5926200846397833
2024-07-31,2024-08-31,retrospective_test,-0.0389299425186526,0.06518422729058075,0.5418900053623786,0.6627819050684604,-0.040013722529377356,0.06385866348044383,-0.0389299425186526,0.06518422729058075,0.0,0.002551020408163265,381,381,1.4363346891152646,-0.5926200846397833
2024-08-31,2024-09-30,retrospective_test,0.21163494436999303,-0.2821156757225388,0.6034143642034363,0.6615629286006973,0.21042811564158614,-0.2834388015797402,0.21163494436999303,-0.2821156757225388,0.0,0.0,380,380,1.4363346891152646,-0.5926200846397833
2024-09-30,2024-10-31,retrospective_test,0.023655237969021824,-0.16642342055812073,0.6883345764607107,0.5279570300305327,0.0222785688161004,-0.1674793346181818,0.023655237969021824,-0.16642342055812073,0.0,0.0,378,378,1.4363346891152646,-0.5926200846397833
2024-10-31,2024-11-30,retrospective_test,0.03878928033466494,0.019236827039111833,0.5720978626468645,0.5790794023983679,0.03764508460937121,0.018078668234315098,0.03878928033466494,0.019236827039111833,0.0,0.0,384,384,1.4363346891152646,-0.5926200846397833
2024-11-30,2024-12-31,retrospective_test,0.0019278665506223096,0.10642004895844008,0.5735662349062768,0.6783732302156595,0.000780734080809756,0.10506330249800876,0.0019278665506223096,0.10642004895844008,0.0,0.0,381,381,1.4363346891152646,-0.5926200846397833
2024-12-31,2025-01-31,retrospective_test,-0.016107313449805108,0.0529096346721956,0.5166601976806946,0.5905492055856572,-0.017140633845166498,0.05172853626102429,-0.016107313449805108,0.0529096346721956,0.0,0.0,384,384,1.4363346891152646,-0.5926200846397833
2025-01-31,2025-02-28,retrospective_test,0.021344611811495072,-0.08466688812962325,0.5386697940739293,0.5632177259526884,0.02026727222334721,-0.08579332358152864,0.021344611811495072,-0.08466688812962325,0.0,0.0,379,379,1.4363346891152646,-0.5926200846397833
2025-02-28,2025-03-31,retrospective_test,0.027811786832380104,0.05320261146090069,0.6120227921517941,0.5773897491161922,0.026587741248076516,0.0520478319626683,0.027811786832380104,0.05320261146090069,0.0,0.0,382,382,1.4363346891152646,-0.5926200846397833
2025-03-31,2025-04-30,retrospective_test,-0.02930416057927786,0.0403105352134502,0.6297388327949601,0.6468893146295862,-0.030563638244867783,0.03901675658419103,-0.02930416057927786,0.0403105352134502,0.0,0.0029239766081871343,385,385,1.4363346891152646,-0.5926200846397833
2025-04-30,2025-05-31,retrospective_test,0.05626344325323667,-0.05664542045612085,0.7143966937070341,0.7034083939731464,0.0548346498658226,-0.05805223724406714,0.05626344325323667,-0.05664542045612085,0.0,0.0,381,381,1.4363346891152646,-0.5926200846397833
2025-05-31,2025-06-30,retrospective_test,0.029490364672190926,-0.0342494049684782,0.6342484504854108,0.6892325338843351,0.028221867771220106,-0.035627870036246866,0.029490364672190926,-0.0342494049684782,0.0,0.0,382,382,1.4363346891152646,-0.5926200846397833
2025-06-30,2025-07-31,retrospective_test,0.04230426969890651,-0.006923173937331765,0.6350270704297251,0.6854338047026919,0.04103421555804706,-0.008294041546737149,0.04230426969890651,-0.006923173937331765,0.0,0.0,385,385,1.4363346891152646,-0.5926200846397833
2025-07-31,2025-08-31,retrospective_test,0.06247782043394191,-0.1302919662237349,0.7124973308036665,0.6761547382110739,0.061052825772334576,-0.13164427570015705,0.06247782043394191,-0.1302919662237349,0.0,0.0,389,389,1.4363346891152646,-0.5926200846397833
2025-08-31,2025-09-30,retrospective_test,0.006881773437991229,0.002404946091454017,0.6406584898626494,0.5613081302366258,0.005600456458265931,0.0012823298309807651,0.006881773437991229,0.002404946091454017,0.0,0.0,384,384,1.4363346891152646,-0.5926200846397833
2025-09-30,2025-10-31,retrospective_test,0.0261229730526891,-0.005054166883473997,0.6441962818422974,0.5944035482991537,0.024834580489004505,-0.006242973980072304,0.0261229730526891,-0.005054166883473997,0.0,0.0,388,388,1.4363346891152646,-0.5926200846397833
2025-10-31,2025-11-30,retrospective_test,-0.006830094754707024,0.0077338768524953016,0.7283759346546964,0.5987398500585926,-0.008286846624016417,0.006536397152378116,-0.006830094754707024,0.0077338768524953016,0.0,0.0,392,392,1.4363346891152646,-0.5926200846397833
2025-11-30,2025-12-31,retrospective_test,0.012233936463164912,-0.006173264974666162,0.6280407623822298,0.6037291111510685,0.010977854938400452,-0.0073807231969683,0.012233936463164912,-0.006173264974666162,0.0,0.0,388,388,1.4363346891152646,-0.5926200846397833
