year,long_only,industry_neutral_long_short,benchmark
2018,-0.2592050279858694,0.2749016494506533,-0.29589787018719227
2019,0.28364808059679625,0.2463207889895731,0.36069996426234097
2020,0.18046381568034064,0.1286071745136954,0.27210227937882814
2021,0.2845062919892343,0.17006924304443438,-0.05198479071143014
2022,-0.03695101007758761,0.40587011643213744,-0.21632330169851377
2023,0.09484588193861221,0.16727123707446023,-0.11378511070780917
2024,0.15835261937404543,0.23717620603747602,0.1468314322171358
2025,0.2691595726770135,0.003528759407540605,0.176635344985284
