top_5_stocks_absolute_contribution_share,top_10_stocks_absolute_contribution_share,maximum_industry_absolute_contribution_share,best_year_positive_contribution_share,concentration_basis
0.06786789443744626,0.10315554624853086,0.1333229484798217,0.24552170210972366,absolute stock/industry contribution; positive-return year contribution
