series,annual_return,annual_volatility,sharpe_rf0,max_drawdown,total_return,months,avg_turnover
cleaned_gated_long_only,0.10693216295985675,0.18923455978150358,0.5650773467770587,-0.2538030495073432,1.2350708845163125,95,0.34863627590615204
industry_neutral_long_short_diagnostic,0.2061783173079681,0.15831427030692724,1.3023356448426653,-0.2193448385450496,3.275030899239069,93,1.1317216425133394
benchmark,0.010100455211896842,0.18390294643976263,0.054922748152951666,-0.39921842838050303,0.0828114031758278,95,
