series,annual_return,annual_volatility,sharpe_rf0,max_drawdown,total_return,months
optimized_fully_invested,0.11589284201967853,0.18478306201809783,0.6271832534538684,-0.2464486936815371,1.3823819676216225,95
optimized_volatility_control,0.08009082340756057,0.16405261598692536,0.48820204984688353,-0.24625244218848696,0.8403221521853985,95
first_version_mlp_ridge,0.10577718580245721,0.18381188025265957,0.5754643587621248,-0.24192352349838642,1.2166750572719454,95
benchmark,0.010100455211896842,0.18390294643976263,0.054922748152951666,-0.39921842838050303,0.0828114031758278,95
