candidate,retrospective_annual_return_50bp,retrospective_sharpe_50bp,retrospective_max_drawdown_50bp,retrospective_turnover
production_core,0.19247624416023656,0.8939737336892611,-0.10691560802378786,0.32379022276092023
concentrated_top5,0.18973766934259717,0.8236398186606562,-0.1254963638160258,0.46830427414825815
score_rank_tilt_050,0.19163518073550856,0.8873893370732647,-0.10868076118171321,0.353768324105218
volatility_cap90,0.18151781442036796,0.8437396907994293,-0.11148736492789857,0.33839636733729456
ridge_consensus20,0.1830269129685116,0.833497275060376,-0.11344420743691441,0.34206299443095195
value_tilt10,0.20456316964851662,0.9695000390028159,-0.10478445902310018,0.29512550091647793
