signal_month,realization_month,period,model,rank_ic,industry_long_short_gross_return,scored_stocks,missing_forward_return_stocks,maximum_training_month,maximum_feature_month,production_candidate
2022-01-31,2022-02-28,selection,tabm_experimental,-0.00031717489226979904,0.008228062473111286,3461,0,2021-12-31,2022-01-31,False
2022-01-31,2022-02-28,selection,retrieval_experimental,0.05189835068405029,-0.00045134442691908695,3461,0,2021-12-31,2022-01-31,False
2022-02-28,2022-03-31,selection,ols,-0.010516058125866793,0.0025116273880280626,3498,0,2021-12-31,2022-02-28,False
2022-02-28,2022-03-31,selection,ridge,-0.010962563420314507,0.0010972859761017595,3498,0,2021-12-31,2022-02-28,True
2022-02-28,2022-03-31,selection,huber,-0.011377178913911932,0.0009821859506562755,3498,0,2021-12-31,2022-02-28,False
2022-02-28,2022-03-31,selection,tabm_experimental,0.011815035378341974,-0.0023689275230780816,3498,0,2021-12-31,2022-02-28,False
2022-02-28,2022-03-31,selection,retrieval_experimental,0.029765957330138534,0.011793808783719368,3498,0,2021-12-31,2022-02-28,False
2022-03-31,2022-04-30,selection,ols,0.31746420090923216,0.11415987631104477,3538,0,2021-12-31,2022-03-31,False
2022-03-31,2022-04-30,selection,ridge,0.3183389191477119,0.11366189838272264,3538,0,2021-12-31,2022-03-31,True
2022-03-31,2022-04-30,selection,huber,0.31710943999909025,0.11485451285469714,3538,0,2021-12-31,2022-03-31,False
2022-03-31,2022-04-30,selection,tabm_experimental,0.07529646400840317,0.007561290501984155,3538,0,2021-12-31,2022-03-31,False
2022-03-31,2022-04-30,selection,retrieval_experimental,0.1052638635319675,0.02140755480901464,3538,0,2021-12-31,2022-03-31,False
2022-04-30,2022-05-31,selection,ols,0.07086560114641151,0.013281526085343994,3549,0,2022-03-31,2022-04-30,False
2022-04-30,2022-05-31,selection,ridge,0.06880747334885051,0.009499923236416848,3549,0,2022-03-31,2022-04-30,True
2022-04-30,2022-05-31,selection,huber,0.07307897355845862,0.012005722697946097,3549,0,2022-03-31,2022-04-30,False
2022-04-30,2022-05-31,selection,tabm_experimental,-0.05098952112580921,-0.02910897478185658,3549,0,2022-03-31,2022-04-30,False
2022-04-30,2022-05-31,selection,retrieval_experimental,-0.02595985827615478,-0.010323063378334774,3549,0,2022-03-31,2022-04-30,False
2022-05-31,2022-06-30,selection,ols,0.0023896230624022062,-0.004863586979284379,3543,0,2022-03-31,2022-05-31,False
2022-05-31,2022-06-30,selection,ridge,0.0011816119449304496,-0.004783187381703119,3543,0,2022-03-31,2022-05-31,True
2022-05-31,2022-06-30,selection,huber,0.003742054849117172,-0.0052480611000270344,3543,0,2022-03-31,2022-05-31,False
2022-05-31,2022-06-30,selection,tabm_experimental,-0.04606580302512149,-0.020554689135777175,3543,0,2022-03-31,2022-05-31,False
2022-05-31,2022-06-30,selection,retrieval_experimental,0.007815567294803127,0.008139442982479157,3543,0,2022-03-31,2022-05-31,False
2022-06-30,2022-07-31,selection,ols,0.06763303451482873,0.005669658417489455,3620,0,2022-03-31,2022-06-30,False
2022-06-30,2022-07-31,selection,ridge,0.0688471098067868,1.0475350007624048e-05,3620,0,2022-03-31,2022-06-30,True
2022-06-30,2022-07-31,selection,huber,0.06771788343703035,0.003651909646207371,3620,0,2022-03-31,2022-06-30,False
2022-06-30,2022-07-31,selection,tabm_experimental,0.042944543466254904,0.029887468903383185,3620,0,2022-03-31,2022-06-30,False
2022-06-30,2022-07-31,selection,retrieval_experimental,-0.002144612884576506,-0.0017553062411664853,3620,0,2022-03-31,2022-06-30,False
2022-07-31,2022-08-31,selection,ols,0.32278182037154723,0.08477053590333092,3634,0,2022-06-30,2022-07-31,False
2022-07-31,2022-08-31,selection,ridge,0.3227834244442167,0.08132177925717582,3634,0,2022-06-30,2022-07-31,True
2022-07-31,2022-08-31,selection,huber,0.32292586959796776,0.08426870929960621,3634,0,2022-06-30,2022-07-31,False
2022-07-31,2022-08-31,selection,tabm_experimental,0.07301773410784984,0.020070500396617095,3634,0,2022-06-30,2022-07-31,False
2022-07-31,2022-08-31,selection,retrieval_experimental,0.1253271408535938,0.010082572990987658,3634,0,2022-06-30,2022-07-31,False
2022-08-31,2022-09-30,selection,ols,0.20558135450505363,0.046063828946657455,3637,0,2022-06-30,2022-08-31,False
2022-08-31,2022-09-30,selection,ridge,0.20562032702169464,0.046183700267022565,3637,0,2022-06-30,2022-08-31,True
2022-08-31,2022-09-30,selection,huber,0.20511035426226595,0.04567718161082541,3637,0,2022-06-30,2022-08-31,False
2022-08-31,2022-09-30,selection,tabm_experimental,0.03534258022354896,0.021541772241018303,3637,0,2022-06-30,2022-08-31,False
2022-08-31,2022-09-30,selection,retrieval_experimental,0.01651713123491518,-0.01863133931993891,3637,0,2022-06-30,2022-08-31,False
2022-09-30,2022-10-31,selection,ols,0.082739171406161,0.027458278310061826,3651,0,2022-06-30,2022-09-30,False
2022-09-30,2022-10-31,selection,ridge,0.08256538180108565,0.027458278310061826,3651,0,2022-06-30,2022-09-30,True
2022-09-30,2022-10-31,selection,huber,0.0828876220902022,0.027881629680578897,3651,0,2022-06-30,2022-09-30,False
2022-09-30,2022-10-31,selection,tabm_experimental,0.029163832939545838,0.013206502012330519,3651,0,2022-06-30,2022-09-30,False
2022-09-30,2022-10-31,selection,retrieval_experimental,0.041724500980128205,0.014666316983253313,3651,0,2022-06-30,2022-09-30,False
2022-10-31,2022-11-30,selection,ols,0.19014149547183884,0.008251886685123288,3685,0,2022-09-30,2022-10-31,False
2022-10-31,2022-11-30,selection,ridge,0.1901403490523522,0.008251886685123288,3685,0,2022-09-30,2022-10-31,True
2022-10-31,2022-11-30,selection,huber,0.19107494712486106,0.009551545724878258,3685,0,2022-09-30,2022-10-31,False
2022-10-31,2022-11-30,selection,tabm_experimental,0.11575697836615091,0.017830181144435218,3685,0,2022-09-30,2022-10-31,False
2022-10-31,2022-11-30,selection,retrieval_experimental,0.045931051404465295,0.026400249411540774,3685,0,2022-09-30,2022-10-31,False
2022-11-30,2022-12-31,selection,ols,0.1725248346622436,0.025462537943833012,3743,0,2022-09-30,2022-11-30,False
2022-11-30,2022-12-31,selection,ridge,0.1725017395658162,0.025462537943833012,3743,0,2022-09-30,2022-11-30,True
2022-11-30,2022-12-31,selection,huber,0.17249923587791074,0.02664850213818369,3743,0,2022-09-30,2022-11-30,False
2022-11-30,2022-12-31,selection,tabm_experimental,0.06955127414245411,-0.014250618727066929,3743,0,2022-09-30,2022-11-30,False
2022-11-30,2022-12-31,selection,retrieval_experimental,0.041334321055010566,0.026023067607254653,3743,0,2022-09-30,2022-11-30,False
2022-12-31,2023-01-31,selection,ols,0.12019965596429291,0.034392803463993586,3775,0,2022-09-30,2022-12-31,False
2022-12-31,2023-01-31,selection,ridge,0.1201915508923386,0.034392803463993586,3775,0,2022-09-30,2022-12-31,True
2022-12-31,2023-01-31,selection,huber,0.12085128568114384,0.034278046905657986,3775,0,2022-09-30,2022-12-31,False
2022-12-31,2023-01-31,selection,tabm_experimental,0.07440423363870688,0.016766597708880705,3775,0,2022-09-30,2022-12-31,False
2022-12-31,2023-01-31,selection,retrieval_experimental,-0.018626959033157173,0.00018312566027797834,3775,0,2022-09-30,2022-12-31,False
2023-01-31,2023-02-28,selection,ols,0.2718735448580691,0.03397392984383938,3812,0,2022-12-31,2023-01-31,False
2023-01-31,2023-02-28,selection,ridge,0.271882558615388,0.03397392984383938,3812,0,2022-12-31,2023-01-31,True
2023-01-31,2023-02-28,selection,huber,0.2713512940391924,0.03264105860471754,3812,0,2022-12-31,2023-01-31,False
2023-01-31,2023-02-28,selection,tabm_experimental,0.061589202788130876,0.018230238070652386,3812,0,2022-12-31,2023-01-31,False
2023-01-31,2023-02-28,selection,retrieval_experimental,0.03705373196649776,0.0032751520797150704,3812,0,2022-12-31,2023-01-31,False
2023-02-28,2023-03-31,selection,ols,0.16380056166663587,0.010312558054930223,3841,0,2022-12-31,2023-02-28,False
2023-02-28,2023-03-31,selection,ridge,0.16379907318603898,0.010312558054930223,3841,0,2022-12-31,2023-02-28,True
2023-02-28,2023-03-31,selection,huber,0.1627376746038251,0.009818102383941941,3841,0,2022-12-31,2023-02-28,False
2023-02-28,2023-03-31,selection,tabm_experimental,0.04019745594491683,-0.033605221705898365,3841,0,2022-12-31,2023-02-28,False
2023-02-28,2023-03-31,selection,retrieval_experimental,-0.012986268873278625,-0.027766781971859045,3841,0,2022-12-31,2023-02-28,False
2023-03-31,2023-04-30,selection,ols,0.09743851238940025,0.024611329983814427,3884,0,2022-12-31,2023-03-31,False
2023-03-31,2023-04-30,selection,ridge,0.09745726810037407,0.024611329983814427,3884,0,2022-12-31,2023-03-31,True
2023-03-31,2023-04-30,selection,huber,0.09619317107002895,0.02451950113447078,3884,0,2022-12-31,2023-03-31,False
2023-03-31,2023-04-30,selection,tabm_experimental,0.02544579919407401,0.035980349567688176,3884,0,2022-12-31,2023-03-31,False
2023-03-31,2023-04-30,selection,retrieval_experimental,-0.052548666143909184,-0.03401330004656893,3884,0,2022-12-31,2023-03-31,False
2023-04-30,2023-05-31,selection,ols,0.12331118795292652,0.015004394031567338,3904,0,2023-03-31,2023-04-30,False
2023-04-30,2023-05-31,selection,ridge,0.12173525169884182,0.01383317439224585,3904,0,2023-03-31,2023-04-30,True
2023-04-30,2023-05-31,selection,huber,0.12318373389598808,0.015983864798638538,3904,0,2023-03-31,2023-04-30,False
2023-04-30,2023-05-31,selection,tabm_experimental,-0.04349215358470901,-0.048182299791345966,3904,0,2023-03-31,2023-04-30,False
2023-04-30,2023-05-31,selection,retrieval_experimental,0.04065825880779187,-0.01708163328109001,3904,0,2023-03-31,2023-04-30,False
2023-05-31,2023-06-30,selection,ols,0.029968266037652257,-0.0037222839346156876,3895,0,2023-03-31,2023-05-31,False
2023-05-31,2023-06-30,selection,ridge,0.029496901836440853,-0.002704222370409243,3895,0,2023-03-31,2023-05-31,True
2023-05-31,2023-06-30,selection,huber,0.03033042571301802,-0.0047507803040534305,3895,0,2023-03-31,2023-05-31,False
2023-05-31,2023-06-30,selection,tabm_experimental,0.022906387886288418,-0.014931228470222834,3895,0,2023-03-31,2023-05-31,False
2023-05-31,2023-06-30,selection,retrieval_experimental,0.05179919658419112,-0.0023023823130473376,3895,0,2023-03-31,2023-05-31,False
2023-06-30,2023-07-31,selection,ols,0.3235258905769418,0.06776052315618644,3952,0,2023-03-31,2023-06-30,False
2023-06-30,2023-07-31,selection,ridge,0.32496383461878636,0.07070786222660098,3952,0,2023-03-31,2023-06-30,True
2023-06-30,2023-07-31,selection,huber,0.32401732396524563,0.06783653980537149,3952,0,2023-03-31,2023-06-30,False
2023-06-30,2023-07-31,selection,tabm_experimental,0.26136697832567846,0.04635025151586652,3952,0,2023-03-31,2023-06-30,False
2023-06-30,2023-07-31,selection,retrieval_experimental,0.15107356854022286,0.027911747877487268,3952,0,2023-03-31,2023-06-30,False
2023-07-31,2023-08-31,selection,ols,0.09348388553872494,0.005965589594021067,3969,0,2023-06-30,2023-07-31,False
2023-07-31,2023-08-31,selection,ridge,0.09330839200942706,0.006026072280351467,3969,0,2023-06-30,2023-07-31,True
2023-07-31,2023-08-31,selection,huber,0.0930902014733836,0.0055030118280709325,3969,0,2023-06-30,2023-07-31,False
2023-07-31,2023-08-31,selection,tabm_experimental,0.02020790300807735,0.008646841564099337,3969,0,2023-06-30,2023-07-31,False
2023-07-31,2023-08-31,selection,retrieval_experimental,-0.003859344003242907,-0.004129180623504723,3969,0,2023-06-30,2023-07-31,False
2023-08-31,2023-09-30,selection,ols,0.200973935174094,0.021609754027560726,3964,1,2023-06-30,2023-08-31,False
2023-08-31,2023-09-30,selection,ridge,0.20108103900124388,0.02181185159625941,3964,1,2023-06-30,2023-08-31,True
2023-08-31,2023-09-30,selection,huber,0.20053852378074433,0.019650852253329312,3964,1,2023-06-30,2023-08-31,False
2023-08-31,2023-09-30,selection,tabm_experimental,0.05190718796707985,0.0018391558025033275,3964,1,2023-06-30,2023-08-31,False
2023-08-31,2023-09-30,selection,retrieval_experimental,0.12552700099941277,0.016094831442670474,3964,1,2023-06-30,2023-08-31,False
2023-09-30,2023-10-31,selection,ols,-0.03617429939899245,-0.011790843978054579,3984,0,2023-06-30,2023-09-30,False
2023-09-30,2023-10-31,selection,ridge,-0.03616601628197534,-0.011892357015105177,3984,0,2023-06-30,2023-09-30,True
2023-09-30,2023-10-31,selection,huber,-0.03653100867321138,-0.014008755663260397,3984,0,2023-06-30,2023-09-30,False
2023-09-30,2023-10-31,selection,tabm_experimental,0.03400126482460956,0.007050349212029566,3984,0,2023-06-30,2023-09-30,False
2023-09-30,2023-10-31,selection,retrieval_experimental,0.013093861847781671,-0.0021966327035700685,3984,0,2023-06-30,2023-09-30,False
2023-10-31,2023-11-30,selection,ols,0.06697624214244012,-0.031064037963162497,4012,0,2023-09-30,2023-10-31,False
2023-10-31,2023-11-30,selection,ridge,0.06697665513358324,-0.031064037963162497,4012,0,2023-09-30,2023-10-31,True
2023-10-31,2023-11-30,selection,huber,0.06669418926055812,-0.03224622725933093,4012,0,2023-09-30,2023-10-31,False
2023-10-31,2023-11-30,selection,tabm_experimental,0.08051705262089898,0.008409412649341853,4012,0,2023-09-30,2023-10-31,False
2023-10-31,2023-11-30,selection,retrieval_experimental,0.04092751333519574,-0.0003266322695069635,4012,0,2023-09-30,2023-10-31,False
2023-11-30,2023-12-31,selection,ols,0.12641837453461507,0.02402686165598912,4038,0,2023-09-30,2023-11-30,False
2023-11-30,2023-12-31,selection,ridge,0.12641206991833892,0.02402686165598912,4038,0,2023-09-30,2023-11-30,True
2023-11-30,2023-12-31,selection,huber,0.12595841995287826,0.02149512548715519,4038,0,2023-09-30,2023-11-30,False
2023-11-30,2023-12-31,selection,tabm_experimental,0.04525563363428852,0.004484286035529336,4038,0,2023-09-30,2023-11-30,False
2023-11-30,2023-12-31,selection,retrieval_experimental,0.049319354095253856,0.00039977649769966394,4038,0,2023-09-30,2023-11-30,False
2023-12-31,2024-01-31,selection,ols,0.38152493870677984,0.13176032080215452,4073,0,2023-09-30,2023-12-31,False
2023-12-31,2024-01-31,selection,ridge,0.38155088770474005,0.13176032080215452,4073,0,2023-09-30,2023-12-31,True
2023-12-31,2024-01-31,selection,huber,0.3807604279171468,0.13196837369418835,4073,0,2023-09-30,2023-12-31,False
2023-12-31,2024-01-31,selection,tabm_experimental,0.10670105409419275,0.022320569292148745,4073,0,2023-09-30,2023-12-31,False
2023-12-31,2024-01-31,selection,retrieval_experimental,0.09022901920070685,0.008428299868254776,4073,0,2023-09-30,2023-12-31,False
2024-01-31,2024-02-29,retrospective_test,ols,-0.06093738533131621,-0.005939789365232687,4102,0,2023-12-31,2024-01-31,False
2024-01-31,2024-02-29,retrospective_test,ridge,-0.060895273003178825,-0.005743165079393118,4102,0,2023-12-31,2024-01-31,True
2024-01-31,2024-02-29,retrospective_test,huber,-0.06061431566373769,-0.005321975590978214,4102,0,2023-12-31,2024-01-31,False
2024-01-31,2024-02-29,retrospective_test,tabm_experimental,-0.09156999717223631,-0.022817028449459098,4102,0,2023-12-31,2024-01-31,False
2024-01-31,2024-02-29,retrospective_test,retrieval_experimental,-0.02182096132374343,-0.018661360857540162,4102,0,2023-12-31,2024-01-31,False
2024-02-29,2024-03-31,retrospective_test,ols,0.15498868605246963,0.027771109331500902,4143,0,2023-12-31,2024-02-29,False
2024-02-29,2024-03-31,retrospective_test,ridge,0.15501348410211002,0.028288589700749846,4143,0,2023-12-31,2024-02-29,True
2024-02-29,2024-03-31,retrospective_test,huber,0.15572540953207076,0.02832978889607009,4143,0,2023-12-31,2024-02-29,False
2024-02-29,2024-03-31,retrospective_test,tabm_experimental,0.15128181237360355,0.03609618158025619,4143,0,2023-12-31,2024-02-29,False
2024-02-29,2024-03-31,retrospective_test,retrieval_experimental,0.11132579666217554,0.02602069016725507,4143,0,2023-12-31,2024-02-29,False
2024-03-31,2024-04-30,retrospective_test,ols,0.37447502674041233,0.12131611072135168,4164,0,2023-12-31,2024-03-31,False
2024-03-31,2024-04-30,retrospective_test,ridge,0.37446819362463135,0.12131611072135168,4164,0,2023-12-31,2024-03-31,True
2024-03-31,2024-04-30,retrospective_test,huber,0.3744006420623074,0.12082961229545942,4164,0,2023-12-31,2024-03-31,False
2024-03-31,2024-04-30,retrospective_test,tabm_experimental,0.1828440057428957,0.05364513384604635,4164,0,2023-12-31,2024-03-31,False
2024-03-31,2024-04-30,retrospective_test,retrieval_experimental,0.09574321030989173,0.023455035525281217,4164,0,2023-12-31,2024-03-31,False
2024-04-30,2024-05-31,retrospective_test,ols,0.08433332380088286,0.04049790744011357,4168,0,2024-03-31,2024-04-30,False
2024-04-30,2024-05-31,retrospective_test,ridge,0.08548829318355314,0.040912736227282524,4168,0,2024-03-31,2024-04-30,True
2024-04-30,2024-05-31,retrospective_test,huber,0.0841013310085106,0.04018558069797075,4168,0,2024-03-31,2024-04-30,False
2024-04-30,2024-05-31,retrospective_test,tabm_experimental,0.03419315198901842,0.012786607123606818,4168,0,2024-03-31,2024-04-30,False
2024-04-30,2024-05-31,retrospective_test,retrieval_experimental,0.07774149693159324,-0.005984964426672841,4168,0,2024-03-31,2024-04-30,False
2024-05-31,2024-06-30,retrospective_test,ols,0.10450510523733317,0.017707210707159415,4131,0,2024-03-31,2024-05-31,False
2024-05-31,2024-06-30,retrospective_test,ridge,0.10596812659990167,0.01198715083091681,4131,0,2024-03-31,2024-05-31,True
2024-05-31,2024-06-30,retrospective_test,huber,0.10338468873349257,0.01697676030104913,4131,0,2024-03-31,2024-05-31,False
2024-05-31,2024-06-30,retrospective_test,tabm_experimental,0.13259457644045164,0.03128053472944055,4131,0,2024-03-31,2024-05-31,False
2024-05-31,2024-06-30,retrospective_test,retrieval_experimental,0.05383059709416521,0.014041560427067796,4131,0,2024-03-31,2024-05-31,False
2024-06-30,2024-07-31,retrospective_test,ols,0.10704444594683378,0.01368830063066838,4163,1,2024-03-31,2024-06-30,False
2024-06-30,2024-07-31,retrospective_test,ridge,0.10154014816009346,0.010915740899542186,4163,1,2024-03-31,2024-06-30,True
2024-06-30,2024-07-31,retrospective_test,huber,0.10791136171273684,0.01376686006689665,4163,1,2024-03-31,2024-06-30,False
2024-06-30,2024-07-31,retrospective_test,tabm_experimental,0.0013305705364566683,-0.02631033422568862,4163,1,2024-03-31,2024-06-30,False
2024-06-30,2024-07-31,retrospective_test,retrieval_experimental,0.061695609591369945,0.010342562900584861,4163,1,2024-03-31,2024-06-30,False
2024-07-31,2024-08-31,retrospective_test,ols,0.23279537196722588,0.02509273747911253,4166,1,2024-06-30,2024-07-31,False
2024-07-31,2024-08-31,retrospective_test,ridge,0.23003122316227034,0.026873232093958224,4166,1,2024-06-30,2024-07-31,True
2024-07-31,2024-08-31,retrospective_test,huber,0.2324659450944758,0.025353203382170092,4166,1,2024-06-30,2024-07-31,False
2024-07-31,2024-08-31,retrospective_test,tabm_experimental,0.13098943000519084,0.02016035263082467,4166,1,2024-06-30,2024-07-31,False
2024-07-31,2024-08-31,retrospective_test,retrieval_experimental,0.08899631491939398,0.0035991039009447825,4166,1,2024-06-30,2024-07-31,False
2024-08-31,2024-09-30,retrospective_test,ols,-0.08688612447198499,-0.06595016291885444,4153,0,2024-06-30,2024-08-31,False
2024-08-31,2024-09-30,retrospective_test,ridge,-0.09177181484859762,-0.07414757058626638,4153,0,2024-06-30,2024-08-31,True
2024-08-31,2024-09-30,retrospective_test,huber,-0.0856406193343306,-0.06450790053297861,4153,0,2024-06-30,2024-08-31,False
2024-08-31,2024-09-30,retrospective_test,tabm_experimental,0.00040604268104351316,-0.014847391251814444,4153,0,2024-06-30,2024-08-31,False
2024-08-31,2024-09-30,retrospective_test,retrieval_experimental,-0.04364827057605339,-0.023621827234388153,4153,0,2024-06-30,2024-08-31,False
2024-09-30,2024-10-31,retrospective_test,ols,-0.21875087116682168,-0.1464010717010841,4154,0,2024-06-30,2024-09-30,False
2024-09-30,2024-10-31,retrospective_test,ridge,-0.23398391220128636,-0.15193046153169662,4154,0,2024-06-30,2024-09-30,True
2024-09-30,2024-10-31,retrospective_test,huber,-0.21895553561527548,-0.14132295956721055,4154,0,2024-06-30,2024-09-30,False
2024-09-30,2024-10-31,retrospective_test,tabm_experimental,-0.1348015003882379,-0.10141936420139734,4154,0,2024-06-30,2024-09-30,False
2024-09-30,2024-10-31,retrospective_test,retrieval_experimental,-0.12510282925059726,-0.07834864856314551,4154,0,2024-06-30,2024-09-30,False
2024-10-31,2024-11-30,retrospective_test,ols,0.17701208627079812,0.05558624047267434,4180,0,2024-09-30,2024-10-31,False
2024-10-31,2024-11-30,retrospective_test,ridge,0.18108518446303262,0.05934640341273624,4180,0,2024-09-30,2024-10-31,True
2024-10-31,2024-11-30,retrospective_test,huber,0.17728078636318498,0.05725920819993556,4180,0,2024-09-30,2024-10-31,False
2024-10-31,2024-11-30,retrospective_test,tabm_experimental,0.10233051004320337,0.024312826158336232,4180,0,2024-09-30,2024-10-31,False
2024-10-31,2024-11-30,retrospective_test,retrieval_experimental,0.10218004416845264,0.023126022261350496,4180,0,2024-09-30,2024-10-31,False
2024-11-30,2024-12-31,retrospective_test,ols,0.42915939766231237,0.11453555158185888,4180,0,2024-09-30,2024-11-30,False
2024-11-30,2024-12-31,retrospective_test,ridge,0.4320080642378528,0.1104178156154035,4180,0,2024-09-30,2024-11-30,True
2024-11-30,2024-12-31,retrospective_test,huber,0.4299903273959823,0.11455906393158873,4180,0,2024-09-30,2024-11-30,False
2024-11-30,2024-12-31,retrospective_test,tabm_experimental,0.20909159670824415,0.06324609130662333,4180,0,2024-09-30,2024-11-30,False
2024-11-30,2024-12-31,retrospective_test,retrieval_experimental,0.09586601379201287,0.01334715940840639,4180,0,2024-09-30,2024-11-30,False
2024-12-31,2025-01-31,retrospective_test,ols,0.14324246561080378,0.03233914144759908,4186,0,2024-09-30,2024-12-31,False
2024-12-31,2025-01-31,retrospective_test,ridge,0.13831408708833512,0.03345344375271458,4186,0,2024-09-30,2024-12-31,True
2024-12-31,2025-01-31,retrospective_test,huber,0.14380300104016217,0.03113486255802778,4186,0,2024-09-30,2024-12-31,False
2024-12-31,2025-01-31,retrospective_test,tabm_experimental,0.031323054800729645,0.0020795061583979784,4186,0,2024-09-30,2024-12-31,False
2024-12-31,2025-01-31,retrospective_test,retrieval_experimental,0.039705756044854115,0.022268762811491045,4186,0,2024-09-30,2024-12-31,False
2025-01-31,2025-02-28,retrospective_test,ols,-0.16158696388228774,-0.06081894772258077,4185,0,2024-12-31,2025-01-31,False
2025-01-31,2025-02-28,retrospective_test,ridge,-0.16661202633366184,-0.045039438012259576,4185,0,2024-12-31,2025-01-31,True
2025-01-31,2025-02-28,retrospective_test,huber,-0.16095582364040414,-0.05893633006253318,4185,0,2024-12-31,2025-01-31,False
2025-01-31,2025-02-28,retrospective_test,tabm_experimental,0.026834778135768386,0.004073676655497756,4185,0,2024-12-31,2025-01-31,False
2025-01-31,2025-02-28,retrospective_test,retrieval_experimental,-0.017867570255204582,-0.01475043610453918,4185,0,2024-12-31,2025-01-31,False
2025-02-28,2025-03-31,retrospective_test,ols,0.3663828387802059,0.07729361734847827,4193,0,2024-12-31,2025-02-28,False
2025-02-28,2025-03-31,retrospective_test,ridge,0.36925131075290923,0.07886770829276082,4193,0,2024-12-31,2025-02-28,True
2025-02-28,2025-03-31,retrospective_test,huber,0.36655685027998636,0.07717404423842365,4193,0,2024-12-31,2025-02-28,False
2025-02-28,2025-03-31,retrospective_test,tabm_experimental,0.1581628661820155,0.013052165578455842,4193,0,2024-12-31,2025-02-28,False
2025-02-28,2025-03-31,retrospective_test,retrieval_experimental,0.16517420705714764,0.048245981725257785,4193,0,2024-12-31,2025-02-28,False
2025-03-31,2025-04-30,retrospective_test,ols,0.0321477454011512,0.002575755959186612,4197,1,2024-12-31,2025-03-31,False
2025-03-31,2025-04-30,retrospective_test,ridge,0.02575085068198997,0.008895263139046084,4197,1,2024-12-31,2025-03-31,True
2025-03-31,2025-04-30,retrospective_test,huber,0.03164437791571864,0.0008510573705781506,4197,1,2024-12-31,2025-03-31,False
2025-03-31,2025-04-30,retrospective_test,tabm_experimental,0.0036503883626982274,-0.010243018879409533,4197,1,2024-12-31,2025-03-31,False
2025-03-31,2025-04-30,retrospective_test,retrieval_experimental,0.015578711314253603,-1.474723508063541e-05,4197,1,2024-12-31,2025-03-31,False
2025-04-30,2025-05-31,retrospective_test,ols,0.0656592384580977,-0.003313170361805669,4155,0,2025-03-31,2025-04-30,False
2025-04-30,2025-05-31,retrospective_test,ridge,0.06567111434531478,-0.003313170361805669,4155,0,2025-03-31,2025-04-30,True
2025-04-30,2025-05-31,retrospective_test,huber,0.06534432678299491,-0.002221129314806868,4155,0,2025-03-31,2025-04-30,False
2025-04-30,2025-05-31,retrospective_test,tabm_experimental,0.11633846706962245,0.008658917102413132,4155,0,2025-03-31,2025-04-30,False
2025-04-30,2025-05-31,retrospective_test,retrieval_experimental,-0.0027072660779175195,-0.027644965191590178,4155,0,2025-03-31,2025-04-30,False
2025-05-31,2025-06-30,retrospective_test,ols,0.03555250694846229,-0.010470366339932325,4135,0,2025-03-31,2025-05-31,False
2025-05-31,2025-06-30,retrospective_test,ridge,0.03556344894238771,-0.01039185683078983,4135,0,2025-03-31,2025-05-31,True
2025-05-31,2025-06-30,retrospective_test,huber,0.035798570314366056,-0.010437235288365085,4135,0,2025-03-31,2025-05-31,False
2025-05-31,2025-06-30,retrospective_test,tabm_experimental,0.08593634807078052,0.009862435235522264,4135,0,2025-03-31,2025-05-31,False
2025-05-31,2025-06-30,retrospective_test,retrieval_experimental,0.04101129633589474,0.0073653530695893055,4135,0,2025-03-31,2025-05-31,False
2025-06-30,2025-07-31,retrospective_test,ols,0.201929228684156,0.031294330286052295,4179,0,2025-03-31,2025-06-30,False
2025-06-30,2025-07-31,retrospective_test,ridge,0.20192788238130124,0.031294330286052295,4179,0,2025-03-31,2025-06-30,True
2025-06-30,2025-07-31,retrospective_test,huber,0.2017748501023062,0.031957378516032905,4179,0,2025-03-31,2025-06-30,False
2025-06-30,2025-07-31,retrospective_test,tabm_experimental,0.09736700652321012,0.03538104553747086,4179,0,2025-03-31,2025-06-30,False
2025-06-30,2025-07-31,retrospective_test,retrieval_experimental,0.04234196543081122,0.01818995029551369,4179,0,2025-03-31,2025-06-30,False
2025-07-31,2025-08-31,retrospective_test,ols,0.012394095139246981,-0.07139678167348562,4221,0,2025-06-30,2025-07-31,False
2025-07-31,2025-08-31,retrospective_test,ridge,0.01239510605977805,-0.07139678167348562,4221,0,2025-06-30,2025-07-31,True
2025-07-31,2025-08-31,retrospective_test,huber,0.01306215093433405,-0.0692346779196672,4221,0,2025-06-30,2025-07-31,False
2025-07-31,2025-08-31,retrospective_test,tabm_experimental,0.029326406572829193,-0.05233947351283892,4221,0,2025-06-30,2025-07-31,False
2025-07-31,2025-08-31,retrospective_test,retrieval_experimental,-0.00037892518323672593,0.0015624088301168877,4221,0,2025-06-30,2025-07-31,False
2025-08-31,2025-09-30,retrospective_test,ols,0.09533538443878409,0.01225205825612209,4221,0,2025-06-30,2025-08-31,False
2025-08-31,2025-09-30,retrospective_test,ridge,0.09531371040042466,0.01225205825612209,4221,0,2025-06-30,2025-08-31,True
2025-08-31,2025-09-30,retrospective_test,huber,0.09519429515729422,0.012975593191050584,4221,0,2025-06-30,2025-08-31,False
2025-08-31,2025-09-30,retrospective_test,tabm_experimental,0.06091347469818446,0.018440513150950067,4221,0,2025-06-30,2025-08-31,False
2025-08-31,2025-09-30,retrospective_test,retrieval_experimental,0.03220059242734724,0.01415881424197341,4221,0,2025-06-30,2025-08-31,False
2025-09-30,2025-10-31,retrospective_test,ols,0.2551483880536211,0.025492199996204508,4222,0,2025-06-30,2025-09-30,False
