portfolio_capital_rmb,execution_days,p50_ADV_participation_5d,p90_ADV_participation_5d,p95_ADV_participation_5d,p99_ADV_participation_5d,max_ADV_participation_5d,share_over_limit,scope
10000000.0,5,4.518872590370145e-05,0.0001531363235428481,0.00020253125357290626,0.0003173954387047309,0.0007241611389240346,0.0,long_only_liquidity_proxy_not_short_capacity
50000000.0,5,0.00022594362951850724,0.0007656816177142405,0.0010126562678645314,0.0015869771935236546,0.0036208056946201725,0.0,long_only_liquidity_proxy_not_short_capacity
100000000.0,5,0.0004518872590370145,0.001531363235428481,0.0020253125357290627,0.0031739543870473092,0.007241611389240345,0.0,long_only_liquidity_proxy_not_short_capacity
