signal_month,month,gross_return,turnover,holdings,smoothing_weight,exit_fraction,net_return,exposure,scaled_turnover,scaled_gross_return,scaled_net_return,hedge_index_return,estimated_beta,hedge_notional,hedge_turnover,hedge_trade_cost,hedge_roll_cost,overlay_gross_return,overlay_net_return
2023-12-31,2024-01-31,-0.1333331502425979,0.3236009732360116,411,0.75,0.2,-0.13398035218907,1.0,0.3236009732360116,-0.1333331502425979,-0.13398035218907,-0.13487187288227243,0.8289740820991152,0.4144870410495576,0.00023744173229223176,1.1872086614611588e-07,0.000345405867541298,-0.07743050673081273,-0.07842323326569228
2024-01-31,2024-02-29,0.0430045074352834,0.4067796610169543,413,0.75,0.2,0.0421909481132495,0.918177745859786,0.4553182863543689,0.0394857816987389,0.0385751451260302,0.1383458845560801,1.1304688085358332,0.5652344042679166,0.15074736321835902,7.537368160917951e-05,0.00047102867022326384,-0.03519334620469051,-0.03655330787855685
2024-02-29,2024-03-31,0.064922833544658,0.2613908872901733,417,0.75,0.2,0.0644000517700776,0.9202685344043432,0.242094084224938,0.0597464408755195,0.0592622527070697,-0.011337158660260194,0.6305635136677018,0.3152817568338509,0.2499526474340657,0.00012497632371703284,0.00026273479736154244,0.06849723284456893,0.06758673994890996
2024-03-31,2024-04-30,0.0047855042759594,0.3397129186602873,418,0.75,0.2,0.0041060784386389,0.8482658188735869,0.3601695726600613,0.0040593797033698,0.0033390405580497,0.029317927499354024,0.6352205977195072,0.3176102988597536,0.0023285420259027134,1.1642710129513568e-06,0.00026467524904979464,-0.004526171439059022,-0.005471436796442267
2024-04-30,2024-05-31,-0.0117490248190419,0.3708133971291854,418,0.75,0.2,-0.0124906516133003,0.8482344014759592,0.3145680973707694,-0.0099659270353062,-0.0105950632300477,-0.024371774168846283,0.6131654706119527,0.30658273530597635,0.011027563553777264,5.513781776888632e-06,0.00025548561275498034,-0.004277059630097469,-0.005279685818887736
2024-05-31,2024-06-30,-0.0720139796677515,0.3086124401913948,414,0.75,0.2,-0.0726312045481343,0.8459803513175076,0.263334110732521,-0.0609224118190963,-0.0614490800405613,-0.06889836635956015,0.6240123132799189,0.31200615663995945,0.005423421333983103,2.7117106669915513e-06,0.00026000513053329956,-0.05051726518113327,-0.05139720690271637
2024-06-30,2024-07-31,0.0093518591655364,0.2607655502392407,418,0.75,0.2,0.0088303280650579,0.7861188637672104,0.2648542056140005,0.0073516729013224,0.0068219644900944,-0.011405880553034042,0.6647296727015769,0.33236483635078845,0.020358679710828997,1.0179339855414498e-05,0.0002769706969589904,0.0131427727889822,0.012334091651689296
2024-07-31,2024-08-31,-0.0289963240026257,0.3038277511961722,418,0.75,0.2,-0.029603979505018,0.8087476636420966,0.2614735264261678,-0.0234507092913328,-0.0239736563441851,-0.0506100622865836,0.6485689673105687,0.32428448365528434,0.008080352695504112,4.040176347752056e-06,0.00027023706971273693,-0.012584266086259156,-0.013466198834711946
2024-08-31,2024-09-30,0.2104958920918217,0.2703349282296663,416,0.75,0.2,0.2099552222353624,0.8132930240856148,0.2231781020501146,0.1711948406369569,0.1707484844328567,0.2379967399298022,0.6461551458575309,0.32307757292876543,0.001206910726518906,6.034553632594531e-07,0.0002692313107739712,0.1336044829903426,0.1327939783677461
2024-09-30,2024-10-31,0.0207192169020609,0.2470023980815355,417,0.75,0.2,0.0202252121058978,0.5235425648072137,0.4190667282835406,0.0108473919577019,0.0100092585011348,0.02752365107010646,0.7695708857613528,0.3847854428806764,0.061707869951910965,3.085393497595548e-05,0.000320654535733897,0.010128516635356783,0.009283003368483832
2024-10-31,2024-11-30,0.0496360254124835,0.2805755395683447,417,0.75,0.2,0.0490748743333468,0.5237694668400541,0.1471201396406194,0.0259978345663558,0.0257035942870746,-0.008362564816244533,0.773471719246899,0.3867358596234495,0.0019504167427730756,9.752083713865377e-07,0.0003222798830195412,0.05287012910535064,0.05198572293482301
2024-11-30,2024-12-31,-0.0117154893233492,0.2918660287081341,418,0.75,0.2,-0.0122992213807654,0.5216043559847873,0.1544037027934106,-0.0061108502635522,-0.006419657669139,-0.0215658238343428,0.7667363203502017,0.38336816017510084,0.0033676994483486378,1.6838497241743188e-06,0.000319473466812584,-0.0034478391173168622,-0.004352728491269819
2024-12-31,2025-01-31,-0.0128188257264495,0.2625298329355702,419,0.75,0.2,-0.0133438853923206,0.5219694028569069,0.1373017513072714,-0.0066910348097616,-0.0069656383123761,-0.02382157717843003,0.7659847129989124,0.3829923564994562,0.0003758036756446592,1.879018378223296e-07,0.00031916029708288013,-0.0036953437473489156,-0.004539751612140717
2025-01-31,2025-02-28,0.0499586138672736,0.2458233890214792,419,0.75,0.2,0.0494669670892306,0.6182279156136569,0.2245708003325526,0.0308858097181121,0.030436668117447,0.048403260734669606,0.7004890807734949,0.35024454038674746,0.032747816112708716,1.6373908056354357e-05,0.00029187045032228956,0.03300563605803934,0.0322057449216177
