scenario,annual_return,annual_volatility,sharpe_rf0,max_drawdown,total_return,months
all_months,0.07693837805675297,0.1902692777440709,0.4043657440075109,-0.3318797656451571,0.7871528112974766,94
drop_best_1,0.07693837805675297,0.1902692777440709,0.4043657440075109,-0.7690726294924524,0.7871528112974753,94
drop_best_3,0.02701641049454495,0.16214154096209207,0.16662238643002203,-0.7690726294924524,0.22676093417211685,92
drop_worst_1,0.07693837805675274,0.1902692777440709,0.40436574400750974,-0.7953970214602972,0.7871528112974735,94
drop_worst_3,0.109150249171035,0.18374615690914137,0.5940273854272093,-0.7466758942533929,1.2127189495758794,92
