month,decile,return,stocks
2022-01-31,9,-0.08390955001006448,337
2022-01-31,10,-0.07335891615198128,383
2022-02-28,1,0.048796009456688806,311
2022-02-28,2,0.05312709372177243,352
2022-02-28,3,0.04732203329046369,339
2022-02-28,4,0.04786541759591736,352
2022-02-28,5,0.045021913502897394,356
2022-02-28,6,0.03846277998266103,333
2022-02-28,7,0.044349829021132804,344
2022-02-28,8,0.039695748053575446,347
2022-02-28,9,0.041187186533329985,344
2022-02-28,10,0.04677873933154516,383
2022-03-31,1,-0.04251562717358542,314
2022-03-31,2,-0.04486956437367401,355
2022-03-31,3,-0.042171201233777225,344
2022-03-31,4,-0.04865248342299655,354
2022-03-31,5,-0.04734296291573275,359
2022-03-31,6,-0.06718087022423472,339
2022-03-31,7,-0.06140098165360276,343
2022-03-31,8,-0.06730207507582589,355
2022-03-31,9,-0.06418705299357842,344
2022-03-31,10,-0.045397902759752806,391
2022-04-30,1,-0.22009884372205604,320
2022-04-30,2,-0.1908790699169509,358
2022-04-30,3,-0.17158104564717028,349
2022-04-30,4,-0.16481079326356382,353
2022-04-30,5,-0.15370142507259893,368
2022-04-30,6,-0.1496695610473701,346
2022-04-30,7,-0.14258048295136053,344
2022-04-30,8,-0.1197513600920648,358
2022-04-30,9,-0.11906104488527963,349
2022-04-30,10,-0.11063282998376302,393
2022-05-31,1,0.09118257370526311,318
2022-05-31,2,0.10330660388197885,360
2022-05-31,3,0.11185438440643468,345
2022-05-31,4,0.1068328060704545,362
2022-05-31,5,0.1098809932877341,364
2022-05-31,6,0.10941565188848713,341
2022-05-31,7,0.1046617718888408,356
2022-05-31,8,0.09628620516044249,351
2022-05-31,9,0.11151438893715009,354
2022-05-31,10,0.10514598824372799,398
2022-06-30,1,0.07440906110826663,318
2022-06-30,2,0.08363834676846596,358
2022-06-30,3,0.08073453526152302,348
2022-06-30,4,0.08931948536432387,362
2022-06-30,5,0.08431725003222892,367
2022-06-30,6,0.08246748580521801,342
2022-06-30,7,0.08128451213857356,352
2022-06-30,8,0.08347600760593446,358
2022-06-30,9,0.08176811296844497,348
2022-06-30,10,0.06056441528261592,390
2022-07-31,1,0.020392992942440125,329
2022-07-31,2,0.024196486042928466,367
2022-07-31,3,0.031319402859749323,352
2022-07-31,4,0.017588776893883856,370
2022-07-31,5,0.03677023118293518,374
2022-07-31,6,0.029584808856404927,349
2022-07-31,7,0.02241052706299214,361
2022-07-31,8,0.021587965334693298,361
2022-07-31,9,0.019576300294192547,358
2022-07-31,10,0.01627148596572384,399
2022-08-31,1,-0.09661605922588325,329
2022-08-31,2,-0.05849583954063204,369
2022-08-31,3,-0.06567605620568777,355
2022-08-31,4,-0.04027642859240945,366
2022-08-31,5,-0.0354726356898378,381
2022-08-31,6,-0.03151249724821943,348
2022-08-31,7,-0.015761688104892133,359
2022-08-31,8,-0.02670419414476755,362
2022-08-31,9,-0.019511281934828668,362
2022-08-31,10,-0.005052264623643502,403
2022-09-30,1,-0.10950463856410109,332
2022-09-30,2,-0.0975638994583165,371
2022-09-30,3,-0.10286024179422847,353
2022-09-30,4,-0.09365091640459537,371
2022-09-30,5,-0.09090292086984018,367
2022-09-30,6,-0.09342702757250383,361
2022-09-30,7,-0.08806303412950217,356
2022-09-30,8,-0.08185221105348131,368
